customer_id,billing_date,payment_date,payment_value,record_type
C-0521,01/11/2022,01/11/2022,58.01,payment
C-0521,01/12/2022,01/12/2022,58.01,payment
C-0521,01/01/2023,01/01/2023,58.01,payment
C-0521,01/02/2023,01/02/2023,58.01,payment
C-0521,01/03/2023,01/03/2023,58.01,payment
C-0521,01/04/2023,15/04/2023,58.01,payment
C-0521,01/05/2023,01/05/2023,58.01,payment
C-0521,01/06/2023,01/06/2023,58.01,payment
C-0521,01/07/2023,01/07/2023,58.01,payment
C-0521,01/08/2023,01/08/2023,58.01,payment
C-0521,01/09/2023,01/09/2023,58.01,payment
C-0521,01/10/2023,01/10/2023,58.01,payment
C-0521,01/11/2023,01/11/2023,58.01,payment
C-0521,01/12/2023,01/12/2023,58.01,payment
C-0521,01/01/2024,01/01/2024,58.01,payment
C-0521,01/02/2024,01/02/2024,58.01,payment
C-0521,01/02/2024,01/02/2024,58.01,payment
C-0521,01/03/2024,01/03/2024,58.01,payment
C-0521,01/04/2024,01/04/2024,58.01,payment
C-0521,01/05/2024,01/05/2024,58.01,payment
C-0521,01/06/2024,01/06/2024,58.01,payment
C-0521,01/07/2024,01/07/2024,58.01,payment
C-0521,01/08/2024,01/08/2024,58.01,payment
C-0521,01/09/2024,01/09/2024,58.01,payment
C-0521,01/10/2024,01/10/2024,58.01,payment
C-0521,01/11/2024,01/11/2024,58.01,payment
C-0521,01/12/2024,01/12/2024,58.01,payment
C-0522,31/01/2024,04/02/2024,1914.36,dunning
C-0522,31/01/2024,15/02/2024,1914.36,payment
C-0523,31/12/2023,01/01/2024,29519.16,dunning
C-0523,31/12/2023,09/01/2024,29519.16,dunning
C-0523,31/12/2023,10/01/2024,29519.16,dunning
C-0523,31/12/2023,12/01/2024,29519.16,dunning
C-0523,31/12/2023,13/01/2024,29519.16,payment
C-0524,31/10/2023,31/10/2023,130.86,payment
C-0524,01/12/2023,02/12/2023,130.86,payment
C-0524,31/12/2023,31/12/2023,130.86,payment
C-0524,31/01/2024,31/01/2024,130.86,payment
C-0524,02/03/2024,04/03/2024,130.86,payment
C-0524,31/03/2024,31/03/2024,130.86,payment
C-0524,01/05/2024,01/05/2024,130.86,payment
C-0524,31/05/2024,31/05/2024,130.86,payment
C-0524,01/07/2024,12/07/2024,130.86,payment
C-0524,31/07/2024,02/08/2024,130.86,payment
C-0524,31/08/2024,03/09/2024,130.86,payment
C-0524,01/10/2024,01/10/2024,130.86,payment
C-0524,31/10/2024,31/10/2024,130.86,payment
C-0524,01/12/2024,01/12/2024,130.86,payment
C-0525,01/07/2021,01/07/2021,3356.57,payment
C-0525,01/08/2021,01/08/2021,3356.57,payment
C-0525,01/09/2021,01/09/2021,3356.57,payment
C-0525,01/10/2021,01/10/2021,3356.57,payment
C-0525,01/11/2021,01/11/2021,3356.57,payment
C-0525,01/12/2021,01/12/2021,3356.57,payment
C-0525,01/01/2022,01/01/2022,3356.57,payment
C-0525,01/02/2022,01/02/2022,3356.57,payment
C-0525,01/03/2022,01/03/2022,3356.57,payment
C-0525,01/04/2022,01/04/2022,3356.57,payment
C-0525,01/05/2022,01/05/2022,3356.57,payment
C-0525,01/06/2022,01/06/2022,3356.57,payment
C-0525,01/07/2022,01/07/2022,3356.57,payment
C-0525,01/08/2022,01/08/2022,3356.57,payment
C-0525,01/09/2022,01/09/2022,3356.57,payment
C-0525,01/10/2022,01/10/2022,3356.57,payment
C-0525,01/11/2022,01/11/2022,3356.57,payment
C-0525,01/12/2022,01/12/2022,3356.57,payment
C-0525,01/01/2023,01/01/2023,3356.57,payment
C-0525,01/02/2023,01/02/2023,3356.57,payment
C-0525,01/03/2023,01/03/2023,3356.57,payment
C-0525,01/04/2023,01/04/2023,3356.57,payment
C-0525,01/05/2023,01/05/2023,3356.57,payment
C-0525,01/06/2023,01/06/2023,3356.57,payment
C-0525,01/07/2023,01/07/2023,3356.57,payment
C-0525,01/08/2023,01/08/2023,3356.57,payment
C-0525,01/09/2023,01/09/2023,3356.57,payment
C-0525,01/10/2023,01/10/2023,3356.57,payment
C-0525,01/11/2023,01/11/2023,3356.57,payment
C-0525,01/12/2023,01/12/2023,3356.57,payment
C-0525,01/01/2024,01/01/2024,3356.57,payment
C-0525,01/02/2024,01/02/2024,3356.57,payment
C-0525,01/03/2024,01/03/2024,3356.57,payment
C-0525,01/04/2024,01/04/2024,3356.57,payment
C-0525,01/05/2024,01/05/2024,3356.57,payment
C-0525,01/06/2024,03/06/2024,3356.57,payment
C-0525,01/07/2024,01/07/2024,3356.57,payment
C-0525,01/08/2024,01/08/2024,3356.57,payment
C-0525,01/09/2024,07/09/2024,3356.57,payment
C-0525,01/10/2024,01/10/2024,3356.57,payment
C-0525,01/11/2024,01/11/2024,3356.57,payment
C-0525,01/12/2024,01/12/2024,3356.57,payment
C-0526,01/07/2021,04/07/2021,5167.44,payment
C-0526,01/07/2022,01/07/2022,5167.44,payment
C-0526,01/07/2023,09/07/2023,5167.44,payment
C-0526,01/07/2024,12/07/2024,5167.44,payment
C-0527,31/07/2022,31/07/2022,8546.76,payment
C-0527,31/07/2023,31/07/2023,8546.76,payment
C-0527,31/07/2024,31/07/2024,8546.76,payment
C-0528,31/01/2023,04/02/2023,63.3,payment
C-0528,03/03/2023,03/03/2023,63.3,payment
C-0528,31/03/2023,07/04/2023,63.3,payment
C-0528,01/05/2023,01/05/2023,63.3,payment
C-0528,31/05/2023,31/05/2023,63.3,payment
C-0528,01/07/2023,01/07/2023,63.3,payment
C-0528,31/07/2023,31/07/2023,63.3,payment
C-0528,31/08/2023,31/08/2023,63.3,payment
C-0528,01/10/2023,01/10/2023,63.3,payment
C-0528,31/10/2023,31/10/2023,63.3,payment
C-0528,01/12/2023,01/12/2023,63.3,payment
C-0528,31/12/2023,31/12/2023,63.3,payment
C-0528,31/01/2024,31/01/2024,63.3,payment
C-0528,02/03/2024,02/03/2024,63.3,payment
C-0528,31/03/2024,31/03/2024,63.3,payment
C-0528,01/05/2024,01/05/2024,63.3,payment
C-0528,31/05/2024,31/05/2024,63.3,payment
C-0528,01/07/2024,01/07/2024,63.3,payment
C-0528,31/07/2024,31/07/2024,63.3,payment
C-0528,31/08/2024,31/08/2024,63.3,payment
C-0528,01/10/2024,01/10/2024,63.3,payment
C-0528,31/10/2024,09/11/2024,63.3,payment
C-0528,01/12/2024,01/12/2024,63.3,payment
C-0529,31/10/2021,31/10/2021,1242.74,payment
C-0529,01/12/2021,01/12/2021,1242.74,payment
C-0529,31/12/2021,31/12/2021,1242.74,payment
C-0529,31/01/2022,31/01/2022,1242.74,payment
C-0529,03/03/2022,03/03/2022,1242.74,payment
C-0529,31/03/2022,31/03/2022,1242.74,payment
C-0529,01/05/2022,01/05/2022,1242.74,payment
C-0529,31/05/2022,31/05/2022,1242.74,payment
C-0529,01/07/2022,01/07/2022,1242.74,payment
C-0529,31/07/2022,31/07/2022,1242.74,payment
C-0529,31/08/2022,31/08/2022,1242.74,payment
C-0529,01/10/2022,01/10/2022,1242.74,payment
C-0529,31/10/2022,31/10/2022,1242.74,payment
C-0529,01/12/2022,01/12/2022,1242.74,payment
C-0529,31/12/2022,31/12/2022,1242.74,payment
C-0529,31/01/2023,31/01/2023,1242.74,payment
C-0529,03/03/2023,03/03/2023,1242.74,payment
C-0529,31/03/2023,13/04/2023,1242.74,payment
C-0529,01/05/2023,01/05/2023,1242.74,payment
C-0529,31/05/2023,31/05/2023,1242.74,payment
C-0529,01/07/2023,01/07/2023,1242.74,payment
C-0529,31/07/2023,31/07/2023,1242.74,payment
C-0529,31/08/2023,31/08/2023,1242.74,payment
C-0529,01/10/2023,01/10/2023,1242.74,payment
C-0529,31/10/2023,04/11/2023,1242.74,payment
C-0529,01/12/2023,01/12/2023,1242.74,payment
C-0529,31/12/2023,31/12/2023,1242.74,payment
C-0529,31/01/2024,31/01/2024,1242.74,payment
C-0529,02/03/2024,16/03/2024,1242.74,payment
C-0529,31/03/2024,31/03/2024,1242.74,payment
C-0529,01/05/2024,01/05/2024,1242.74,payment
C-0529,31/05/2024,31/05/2024,1242.74,payment
C-0529,01/07/2024,01/07/2024,1242.74,payment
C-0529,31/07/2024,31/07/2024,1242.74,payment
C-0529,31/08/2024,31/08/2024,1242.74,payment
C-0529,01/10/2024,01/10/2024,1242.74,payment
C-0529,31/10/2024,31/10/2024,1242.74,payment
C-0529,01/12/2024,01/12/2024,1242.74,payment
C-0530,01/07/2024,08/07/2024,7583.4,payment
C-0531,31/03/2021,31/03/2021,95.61,payment
C-0531,01/05/2021,01/05/2021,95.61,payment
C-0531,31/05/2021,31/05/2021,95.61,payment
C-0531,01/07/2021,01/07/2021,95.61,payment
C-0531,31/07/2021,31/07/2021,95.61,payment
C-0531,31/08/2021,31/08/2021,95.61,payment
C-0531,01/10/2021,01/10/2021,95.61,payment
C-0531,31/10/2021,31/10/2021,95.61,payment
C-0531,01/12/2021,01/12/2021,95.61,payment
C-0531,31/12/2021,31/12/2021,95.61,payment
C-0531,31/01/2022,31/01/2022,95.61,payment
C-0531,03/03/2022,03/03/2022,95.61,payment
C-0531,31/03/2022,31/03/2022,95.61,payment
C-0531,01/05/2022,01/05/2022,95.61,payment
C-0531,31/05/2022,31/05/2022,95.61,payment
C-0531,01/07/2022,01/07/2022,95.61,payment
C-0531,31/07/2022,31/07/2022,95.61,payment
C-0531,31/08/2022,31/08/2022,95.61,payment
C-0531,01/10/2022,01/10/2022,95.61,payment
C-0531,31/10/2022,31/10/2022,95.61,payment
C-0531,01/12/2022,01/12/2022,95.61,payment
C-0531,31/12/2022,31/12/2022,95.61,payment
C-0531,31/01/2023,31/01/2023,95.61,payment
C-0531,03/03/2023,03/03/2023,95.61,payment
C-0531,31/03/2023,31/03/2023,95.61,payment
C-0531,01/05/2023,01/05/2023,95.61,payment
C-0531,31/05/2023,31/05/2023,95.61,payment
C-0531,01/07/2023,01/07/2023,95.61,payment
C-0531,31/07/2023,31/07/2023,95.61,payment
C-0531,31/08/2023,31/08/2023,95.61,payment
C-0531,01/10/2023,01/10/2023,95.61,payment
C-0531,31/10/2023,13/11/2023,95.61,payment
C-0531,01/12/2023,01/12/2023,95.61,payment
C-0531,31/12/2023,31/12/2023,95.61,payment
C-0531,31/01/2024,31/01/2024,95.61,payment
C-0531,02/03/2024,02/03/2024,95.61,payment
C-0531,31/03/2024,31/03/2024,95.61,payment
C-0531,01/05/2024,10/05/2024,95.61,payment
C-0531,31/05/2024,31/05/2024,95.61,payment
C-0531,01/07/2024,01/07/2024,95.61,payment
C-0531,31/07/2024,15/08/2024,95.61,payment
C-0531,31/08/2024,31/08/2024,95.61,payment
C-0531,01/10/2024,01/10/2024,95.61,payment
C-0531,31/10/2024,11/11/2024,95.61,payment
C-0531,01/12/2024,01/12/2024,95.61,payment
C-0532,31/08/2024,31/08/2024,402.54,payment
C-0532,01/10/2024,01/10/2024,402.54,payment
C-0532,31/10/2024,31/10/2024,402.54,payment
C-0532,01/12/2024,01/12/2024,402.54,payment
C-0533,31/03/2021,03/04/2021,934.44,payment
C-0533,31/03/2022,09/04/2022,934.44,payment
C-0533,31/03/2023,31/03/2023,934.44,payment
C-0533,31/03/2024,31/03/2024,934.44,payment
C-0534,01/12/2024,01/12/2024,2152.31,payment
C-0535,01/12/2023,01/12/2023,1062.12,payment
C-0535,01/01/2024,01/01/2024,1062.12,payment
C-0535,01/02/2024,01/02/2024,1062.12,payment
C-0535,01/03/2024,01/03/2024,1062.12,payment
C-0535,01/04/2024,01/04/2024,1062.12,payment
C-0535,01/05/2024,01/05/2024,1062.12,payment
C-0535,01/06/2024,01/06/2024,1062.12,payment
C-0535,01/07/2024,01/07/2024,1062.12,payment
C-0535,01/08/2024,01/08/2024,1062.12,payment
C-0535,01/09/2024,01/09/2024,1062.12,payment
C-0535,01/10/2024,01/10/2024,1062.12,payment
C-0535,01/11/2024,01/11/2024,1062.12,payment
C-0535,01/12/2024,01/12/2024,1062.12,payment
C-0536,31/10/2022,31/10/2022,140.59,payment
C-0536,01/12/2022,01/12/2022,140.59,payment
C-0536,31/12/2022,31/12/2022,140.59,payment
C-0536,31/01/2023,31/01/2023,140.59,payment
C-0536,03/03/2023,03/03/2023,140.59,payment
C-0536,31/03/2023,31/03/2023,140.59,payment
C-0536,01/05/2023,01/05/2023,140.59,payment
C-0536,31/05/2023,31/05/2023,140.59,payment
C-0536,01/07/2023,01/07/2023,140.59,payment
C-0536,31/07/2023,31/07/2023,140.59,payment
C-0536,31/08/2023,31/08/2023,140.59,payment
C-0536,01/10/2023,01/10/2023,140.59,payment
C-0536,31/10/2023,31/10/2023,140.59,payment
C-0536,01/12/2023,01/12/2023,140.59,payment
C-0536,31/12/2023,31/12/2023,140.59,payment
C-0536,31/01/2024,31/01/2024,140.59,payment
C-0536,02/03/2024,02/03/2024,140.59,payment
C-0536,31/03/2024,31/03/2024,140.59,payment
C-0536,01/05/2024,01/05/2024,140.59,payment
C-0536,31/05/2024,31/05/2024,140.59,payment
C-0536,01/07/2024,01/07/2024,140.59,payment
C-0536,31/07/2024,31/07/2024,140.59,payment
C-0536,31/08/2024,31/08/2024,140.59,payment
C-0536,01/10/2024,01/10/2024,140.59,payment
C-0536,31/10/2024,31/10/2024,140.59,payment
C-0536,01/12/2024,01/12/2024,140.59,payment
C-0537,01/05/2021,01/05/2021,33251.76,payment
C-0537,01/05/2022,01/05/2022,33251.76,payment
C-0537,01/05/2023,01/05/2023,33251.76,payment
C-0537,01/05/2024,01/05/2024,33251.76,payment
C-0538,31/12/2021,05/01/2022,5720.52,payment
C-0538,31/12/2022,31/12/2022,5720.52,payment
C-0538,31/12/2023,31/12/2023,5720.52,payment
C-0539,03/03/2022,03/03/2022,386.58,payment
C-0539,03/04/2022,03/04/2022,386.58,payment
C-0539,03/05/2022,03/05/2022,386.58,payment
C-0539,03/06/2022,03/06/2022,386.58,payment
C-0539,03/07/2022,03/07/2022,386.58,payment
C-0539,03/08/2022,03/08/2022,386.58,payment
C-0539,03/09/2022,03/09/2022,386.58,payment
C-0539,03/10/2022,05/10/2022,386.58,payment
C-0539,03/11/2022,03/11/2022,386.58,payment
C-0539,03/12/2022,03/12/2022,386.58,payment
C-0539,03/01/2023,03/01/2023,386.58,payment
C-0539,03/02/2023,03/02/2023,386.58,payment
C-0539,03/03/2023,03/03/2023,386.58,payment
C-0539,03/04/2023,03/04/2023,386.58,payment
C-0539,03/05/2023,03/05/2023,386.58,payment
C-0539,03/06/2023,03/06/2023,386.58,payment
C-0539,03/07/2023,03/07/2023,386.58,payment
C-0539,03/08/2023,03/08/2023,386.58,payment
C-0539,03/09/2023,05/09/2023,386.58,payment
C-0539,03/10/2023,03/10/2023,386.58,payment
C-0539,03/11/2023,03/11/2023,386.58,payment
C-0539,03/12/2023,03/12/2023,386.58,payment
C-0539,03/01/2024,03/01/2024,386.58,payment
C-0539,03/02/2024,03/02/2024,386.58,payment
C-0539,03/03/2024,03/03/2024,386.58,payment
C-0539,03/04/2024,03/04/2024,386.58,payment
C-0539,03/05/2024,03/05/2024,386.58,payment
C-0539,03/06/2024,03/06/2024,386.58,payment
C-0539,03/07/2024,03/07/2024,386.58,payment
C-0539,03/08/2024,03/08/2024,386.58,payment
C-0539,03/09/2024,03/09/2024,386.58,payment
C-0539,03/10/2024,03/10/2024,386.58,payment
C-0539,03/11/2024,03/11/2024,386.58,payment
C-0539,03/12/2024,16/12/2024,386.58,payment
C-0540,31/10/2022,31/10/2022,522.73,payment
C-0540,01/12/2022,01/12/2022,522.73,payment
C-0540,31/12/2022,31/12/2022,522.73,payment
C-0540,31/01/2023,31/01/2023,522.73,payment
C-0540,03/03/2023,17/03/2023,522.73,payment
C-0540,31/03/2023,31/03/2023,522.73,payment
C-0540,01/05/2023,02/05/2023,522.73,payment
C-0540,31/05/2023,31/05/2023,522.73,payment
C-0540,01/07/2023,01/07/2023,522.73,payment
C-0540,31/07/2023,31/07/2023,522.73,payment
C-0540,31/08/2023,31/08/2023,522.73,payment
C-0540,01/10/2023,01/10/2023,522.73,payment
C-0540,31/10/2023,31/10/2023,522.73,payment
C-0540,01/12/2023,01/12/2023,522.73,payment
C-0540,31/12/2023,09/01/2024,522.73,payment
C-0540,31/01/2024,31/01/2024,522.73,payment
C-0540,02/03/2024,02/03/2024,522.73,payment
C-0540,31/03/2024,31/03/2024,522.73,payment
C-0540,01/05/2024,07/05/2024,522.73,payment
C-0540,31/05/2024,31/05/2024,522.73,payment
C-0540,01/07/2024,01/07/2024,522.73,payment
C-0540,31/07/2024,14/08/2024,522.73,payment
C-0540,31/08/2024,31/08/2024,522.73,payment
C-0540,01/10/2024,01/10/2024,522.73,payment
C-0540,31/10/2024,31/10/2024,522.73,payment
C-0540,01/12/2024,01/12/2024,522.73,payment
C-0541,01/12/2021,01/12/2021,45536.64,payment
C-0541,01/12/2022,01/12/2022,45536.64,payment
C-0541,01/12/2023,01/12/2023,45536.64,payment
C-0541,01/12/2024,01/12/2024,45536.64,payment
C-0542,31/10/2023,06/11/2023,28986.12,payment
C-0542,31/10/2023,08/11/2023,28986.12,dunning
C-0542,31/10/2023,12/11/2023,28986.12,dunning
C-0542,31/10/2024,03/11/2024,28986.12,dunning
C-0542,31/10/2024,05/11/2024,28986.12,payment
C-0543,31/01/2024,09/02/2024,185.94,payment
C-0543,02/03/2024,02/03/2024,185.94,payment
C-0543,31/03/2024,31/03/2024,185.94,payment
C-0543,01/05/2024,11/05/2024,185.94,payment
C-0543,31/05/2024,31/05/2024,185.94,payment
C-0543,01/07/2024,01/07/2024,185.94,payment
C-0543,31/07/2024,08/08/2024,185.94,payment
C-0543,31/08/2024,31/08/2024,185.94,payment
C-0543,01/10/2024,01/10/2024,185.94,payment
C-0543,31/10/2024,11/11/2024,185.94,payment
C-0543,01/12/2024,11/12/2024,185.94,payment
C-0544,01/07/2021,01/07/2021,21694.8,payment
C-0544,01/07/2022,01/07/2022,21694.8,payment
C-0544,01/07/2023,01/07/2023,21694.8,payment
C-0544,01/07/2024,11/07/2024,21694.8,payment
C-0545,31/12/2022,07/01/2023,55278.48,payment
C-0545,31/12/2022,09/01/2023,55278.48,dunning
C-0545,31/12/2023,11/01/2024,55278.48,dunning
C-0545,31/12/2023,13/01/2024,55278.48,payment
C-0545,31/12/2023,14/01/2024,55278.48,dunning
C-0546,31/01/2021,31/01/2021,61.18,payment
C-0546,03/03/2021,03/03/2021,61.18,payment
C-0546,31/03/2021,31/03/2021,61.18,payment
C-0546,01/05/2021,04/05/2021,61.18,payment
C-0546,31/05/2021,31/05/2021,61.18,payment
C-0546,01/07/2021,01/07/2021,61.18,payment
C-0546,31/07/2021,31/07/2021,61.18,payment
C-0546,31/08/2021,06/09/2021,61.18,payment
C-0546,01/10/2021,01/10/2021,61.18,payment
C-0546,31/10/2021,31/10/2021,61.18,payment
C-0546,01/12/2021,01/12/2021,61.18,payment
C-0546,31/12/2021,31/12/2021,61.18,payment
C-0546,31/01/2022,31/01/2022,61.18,payment
C-0546,03/03/2022,03/03/2022,61.18,payment
C-0546,31/03/2022,31/03/2022,61.18,payment
C-0546,01/05/2022,01/05/2022,61.18,payment
C-0546,31/05/2022,31/05/2022,61.18,payment
C-0546,01/07/2022,01/07/2022,61.18,payment
C-0546,31/07/2022,31/07/2022,61.18,payment
C-0546,31/08/2022,31/08/2022,61.18,payment
C-0546,01/10/2022,01/10/2022,61.18,payment
C-0546,31/10/2022,12/11/2022,61.18,payment
C-0546,01/12/2022,01/12/2022,61.18,payment
C-0546,31/12/2022,31/12/2022,61.18,payment
C-0546,31/01/2023,31/01/2023,61.18,payment
C-0546,03/03/2023,03/03/2023,61.18,payment
C-0546,31/03/2023,31/03/2023,61.18,payment
C-0546,01/05/2023,02/05/2023,61.18,payment
C-0546,31/05/2023,31/05/2023,61.18,payment
C-0546,01/07/2023,01/07/2023,61.18,payment
C-0546,31/07/2023,31/07/2023,61.18,payment
C-0546,31/08/2023,31/08/2023,61.18,payment
C-0546,01/10/2023,01/10/2023,61.18,payment
C-0546,31/10/2023,31/10/2023,61.18,payment
C-0546,01/12/2023,01/12/2023,61.18,payment
C-0546,31/12/2023,31/12/2023,61.18,payment
C-0546,31/01/2024,31/01/2024,61.18,payment
C-0546,02/03/2024,02/03/2024,61.18,payment
C-0546,31/03/2024,31/03/2024,61.18,payment
C-0546,01/05/2024,01/05/2024,61.18,payment
C-0546,31/05/2024,31/05/2024,61.18,payment
C-0546,01/07/2024,01/07/2024,61.18,payment
C-0546,31/07/2024,31/07/2024,61.18,payment
C-0546,31/08/2024,31/08/2024,61.18,payment
C-0546,01/10/2024,01/10/2024,61.18,payment
C-0546,31/10/2024,31/10/2024,61.18,payment
C-0546,01/12/2024,01/12/2024,61.18,payment
C-0547,01/10/2021,01/10/2021,357.03,payment
C-0547,01/11/2021,01/11/2021,357.03,payment
C-0547,01/12/2021,01/12/2021,357.03,payment
C-0547,01/01/2022,01/01/2022,357.03,payment
C-0547,01/02/2022,01/02/2022,357.03,payment
C-0547,01/03/2022,01/03/2022,357.03,payment
C-0547,01/04/2022,01/04/2022,357.03,payment
C-0547,01/05/2022,02/05/2022,357.03,payment
C-0547,01/06/2022,01/06/2022,357.03,payment
C-0547,01/07/2022,01/07/2022,357.03,payment
C-0547,01/08/2022,01/08/2022,357.03,payment
C-0547,01/09/2022,01/09/2022,357.03,payment
C-0547,01/10/2022,01/10/2022,357.03,payment
C-0547,01/11/2022,01/11/2022,357.03,payment
C-0547,01/12/2022,01/12/2022,357.03,payment
C-0547,01/01/2023,01/01/2023,357.03,payment
C-0547,01/02/2023,01/02/2023,357.03,payment
C-0547,01/03/2023,06/03/2023,357.03,payment
C-0547,01/04/2023,01/04/2023,357.03,payment
C-0547,01/05/2023,01/05/2023,357.03,payment
C-0547,01/06/2023,01/06/2023,357.03,payment
C-0547,01/07/2023,01/07/2023,357.03,payment
C-0547,01/08/2023,01/08/2023,357.03,payment
C-0547,01/09/2023,01/09/2023,357.03,payment
C-0547,01/10/2023,01/10/2023,357.03,payment
C-0547,01/11/2023,05/11/2023,357.03,payment
C-0547,01/12/2023,01/12/2023,357.03,payment
C-0547,01/01/2024,01/01/2024,357.03,payment
C-0547,01/02/2024,01/02/2024,357.03,payment
C-0547,01/03/2024,01/03/2024,357.03,payment
C-0547,01/04/2024,06/04/2024,357.03,payment
C-0547,01/05/2024,01/05/2024,357.03,payment
C-0547,01/06/2024,01/06/2024,357.03,payment
C-0547,01/07/2024,01/07/2024,357.03,payment
C-0547,01/08/2024,01/08/2024,357.03,payment
C-0547,01/09/2024,01/09/2024,357.03,payment
C-0547,01/10/2024,01/10/2024,357.03,payment
C-0547,01/11/2024,01/11/2024,357.03,payment
C-0547,01/12/2024,01/12/2024,357.03,payment
C-0548,01/07/2024,02/07/2024,2399.4,dunning
C-0548,01/07/2024,04/07/2024,2399.4,dunning
C-0548,01/07/2024,07/07/2024,2399.4,payment
C-0548,01/07/2024,12/07/2024,2399.4,dunning
C-0549,31/08/2022,31/08/2022,9291.96,payment
C-0549,31/08/2023,31/08/2023,9291.96,payment
C-0549,31/08/2024,31/08/2024,9291.96,payment
C-0550,01/12/2022,09/12/2022,3091.32,payment
C-0550,01/12/2023,10/12/2023,3091.32,payment
C-0550,01/12/2024,11/12/2024,3091.32,payment
C-0551,31/10/2024,07/11/2024,4864.44,dunning
C-0551,31/10/2024,10/11/2024,4864.44,payment
C-0552,31/10/2021,31/10/2021,9419.76,payment
C-0552,31/10/2022,31/10/2022,9419.76,payment
C-0552,31/10/2023,31/10/2023,9419.76,payment
C-0552,31/10/2024,31/10/2024,9419.76,payment
C-0553,03/03/2022,08/03/2022,2156.76,payment
C-0553,03/03/2022,11/03/2022,2156.76,dunning
C-0553,03/03/2023,08/03/2023,2156.76,payment
C-0553,03/03/2024,10/03/2024,2156.76,payment
C-0553,03/03/2024,14/03/2024,2156.76,dunning
C-0554,01/10/2022,01/10/2022,1075.2,payment
C-0554,01/10/2023,01/10/2023,1075.2,payment
C-0554,01/10/2024,06/10/2024,1075.2,payment
C-0555,01/07/2024,10/07/2024,618,payment
C-0556,31/05/2022,06/06/2022,12365.16,payment
C-0556,31/05/2023,31/05/2023,12365.16,payment
C-0556,31/05/2024,31/05/2024,12365.16,payment
C-0557,31/12/2022,31/12/2022,358.35,payment
C-0557,31/01/2023,31/01/2023,358.35,payment
C-0557,03/03/2023,03/03/2023,358.35,payment
C-0557,31/03/2023,31/03/2023,358.35,payment
C-0557,01/05/2023,01/05/2023,358.35,payment
C-0557,31/05/2023,31/05/2023,358.35,payment
C-0557,01/07/2023,01/07/2023,358.35,payment
C-0557,31/07/2023,31/07/2023,358.35,payment
C-0557,31/08/2023,31/08/2023,358.35,payment
C-0557,01/10/2023,01/10/2023,358.35,payment
C-0557,31/10/2023,31/10/2023,358.35,payment
C-0557,01/12/2023,01/12/2023,358.35,payment
C-0557,31/12/2023,31/12/2023,358.35,payment
C-0557,31/01/2024,31/01/2024,358.35,payment
C-0557,02/03/2024,05/03/2024,358.35,payment
C-0557,31/03/2024,31/03/2024,358.35,payment
C-0557,01/05/2024,16/05/2024,358.35,payment
C-0557,31/05/2024,31/05/2024,358.35,payment
C-0557,01/07/2024,01/07/2024,358.35,payment
C-0557,31/07/2024,13/08/2024,358.35,payment
C-0557,31/08/2024,04/09/2024,358.35,payment
C-0557,01/10/2024,01/10/2024,358.35,payment
C-0557,31/10/2024,31/10/2024,358.35,payment
C-0557,01/12/2024,01/12/2024,358.35,payment
C-0558,03/03/2023,03/03/2023,121.59,payment
C-0558,03/04/2023,07/04/2023,121.59,payment
C-0558,03/05/2023,12/05/2023,121.59,payment
C-0558,03/06/2023,10/06/2023,121.59,payment
C-0558,03/07/2023,03/07/2023,121.59,payment
C-0558,03/08/2023,03/08/2023,121.59,payment
C-0558,03/09/2023,03/09/2023,121.59,payment
C-0558,03/10/2023,03/10/2023,121.59,payment
C-0558,03/11/2023,03/11/2023,121.59,payment
C-0558,03/12/2023,03/12/2023,121.59,payment
C-0558,03/01/2024,04/01/2024,121.59,payment
C-0558,03/02/2024,03/02/2024,121.59,payment
C-0558,03/03/2024,03/03/2024,121.59,payment
C-0558,03/04/2024,03/04/2024,121.59,payment
C-0558,03/05/2024,03/05/2024,121.59,payment
C-0558,03/06/2024,03/06/2024,121.59,payment
C-0558,03/07/2024,03/07/2024,121.59,payment
C-0558,03/08/2024,03/08/2024,121.59,payment
C-0558,03/09/2024,03/09/2024,121.59,payment
C-0558,03/10/2024,03/10/2024,121.59,payment
C-0558,03/11/2024,03/11/2024,121.59,payment
C-0558,03/12/2024,03/12/2024,121.59,payment
C-0559,31/08/2023,31/08/2023,17517.6,payment
C-0559,31/08/2024,14/09/2024,17517.6,payment
C-0560,31/03/2023,31/03/2023,72.45,payment
C-0560,01/05/2023,01/05/2023,72.45,payment
C-0560,31/05/2023,31/05/2023,72.45,payment
C-0560,01/07/2023,01/07/2023,72.45,payment
C-0560,31/07/2023,31/07/2023,72.45,payment
C-0560,31/08/2023,31/08/2023,72.45,payment
C-0560,01/10/2023,01/10/2023,72.45,payment
C-0560,31/10/2023,31/10/2023,72.45,payment
C-0560,01/12/2023,01/12/2023,72.45,payment
C-0560,31/12/2023,31/12/2023,72.45,payment
C-0560,31/01/2024,31/01/2024,72.45,payment
C-0560,02/03/2024,02/03/2024,72.45,payment
C-0560,31/03/2024,31/03/2024,72.45,payment
C-0560,01/05/2024,01/05/2024,72.45,payment
C-0560,31/05/2024,31/05/2024,72.45,payment
C-0560,01/07/2024,01/07/2024,72.45,payment
C-0560,31/07/2024,31/07/2024,72.45,payment
C-0560,31/08/2024,31/08/2024,72.45,payment
C-0560,01/10/2024,01/10/2024,72.45,payment
C-0560,31/10/2024,31/10/2024,72.45,payment
