ticket_id,customer_id,created_date,category,priority,status
TK-05440,C-0625,24/11/2024,Onboarding,Medium,Closed
TK-05441,C-0625,26/11/2024,Technical,Low,Resolved
TK-05442,C-0625,12/12/2024,Feature Request,Medium,Resolved
TK-05443,C-0625,21/12/2024,Feature Request,Low,In Progress
TK-05444,C-0625,06/24/2024,Technical,Medium,In Progress
TK-05445,C-0626,02/05/2024,Account,Medium,Resolved
TK-05446,C-0626,10/06/2024,Billing,Medium,Resolved
TK-05447,C-0626,01/11/2024,Onboarding,Low,Closed
TK-05448,C-0626,13-Dec-24,Billing,Medium,Resolved
TK-05449,C-0627,23/05/2024,Account,High,Resolved
TK-05450,C-0627,05-Oct-24,Onboarding,Medium,Resolved
TK-05451,C-0627,17/10/2024,Feature Request,Low,Resolved
TK-05452,C-0627,07/11/2024,Billing,Critical,Open
TK-05453,C-0627,07/11/2024,Billing,Critical,In Progress
TK-05454,C-0627,17/11/2024,Account,High,Closed
TK-05455,C-0627,04/12/2024,Feature Request,High,Resolved
TK-05456,C-0628,10/03/2024,Technical,Low,Open
TK-05457,C-0628,13/03/2024,Billing,Medium,Open
TK-05458,C-0628,09/06/2024,Account,Medium,Resolved
TK-05459,C-0628,09/10/2024,Technical,High,Closed
TK-05460,C-0628,10/10/2024,Onboarding,High,Closed
TK-05461,C-0628,12/10/2024,Feature Request,High,Closed
TK-05462,C-0628,18/10/2024,Billing,Critical,In Progress
TK-05463,C-0628,18/10/2024,Billing,Critical,Closed
TK-05464,C-0628,18-Oct-24,Technical,Medium,In Progress
TK-05465,C-0628,24/11/2024,Technical,Medium,Closed
TK-05466,C-0628,12/12/2024,Billing,Medium,Closed
TK-05467,C-0628,16/12/2024,Account,Low,Resolved
TK-05468,C-0628,18/12/2024,Account,High,Closed
TK-05469,C-0628,18/12/2024,Account,High,Resolved
TK-05470,C-0628,25/12/2024,Billing,Medium,Resolved
TK-05471,C-0628,29/12/2024,Feature Request,High,In Progress
TK-05472,C-0628,12/24/2024,Account,Low,Closed
TK-05473,C-0629,26/07/2024,Feature Request,Critical,Closed
TK-05474,C-0629,07/11/2024,Technical,Critical,Open
TK-05475,C-0629,19/11/2024,Account,Low,Open
TK-05476,C-0629,01/12/2024,Technical,Medium,Resolved
TK-05477,C-0629,06/12/2024,Billing,Low,In Progress
TK-05478,C-0629,13/12/2024,Technical,Medium,Resolved
TK-05479,C-0629,30/12/2024,Billing,Medium,Resolved
TK-05480,C-0630,10/04/2024,Technical,Medium,Open
TK-05481,C-0630,30/06/2024,Billing,High,In Progress
TK-05482,C-0630,03-Oct-24,Billing,Medium,Closed
TK-05483,C-0630,09-Oct-24,Billing,Medium,Closed
TK-05484,C-0630,13/10/2024,Technical,High,Resolved
TK-05485,C-0630,17/10/2024,Account,High,In Progress
TK-05486,C-0630,21/10/2024,Account,Low,Resolved
TK-05487,C-0630,22/10/2024,Feature Request,Medium,Closed
TK-05488,C-0630,23/10/2024,Onboarding,High,Resolved
TK-05489,C-0630,30/10/2024,Technical,Low,Resolved
TK-05490,C-0630,31/10/2024,Billing,High,Closed
TK-05491,C-0630,13/11/2024,Technical,Low,Closed
TK-05492,C-0630,04/12/2024,Technical,Low,Closed
TK-05493,C-0630,16/12/2024,Technical,Medium,Resolved
TK-05494,C-0630,18/12/2024,Technical,Medium,Closed
TK-05495,C-0631,14/08/2024,Technical,Medium,Open
TK-05496,C-0631,21/08/2024,Technical,Low,Closed
TK-05497,C-0632,05/11/2024,Technical,Low,Closed
TK-05498,C-0632,08/12/2024,Account,High,Resolved
TK-05499,C-0632,24/12/2024,Feature Request,High,Closed
TK-05500,C-0633,14/01/2024,Technical,High,Resolved
TK-05501,C-0633,03/12/2024,Technical,Low,Resolved
TK-05502,C-0634,11/06/2024,Billing,Medium,Resolved
TK-05503,C-0634,29/09/2024,Technical,Medium,Closed
TK-05504,C-0634,24/10/2024,Technical,Medium,Closed
TK-05505,C-0634,04/11/2024,Technical,High,Open
TK-05506,C-0634,08/11/2024,Account,Low,Resolved
TK-05507,C-0634,02/12/2024,Onboarding,Low,Open
TK-05508,C-0634,23/12/2024,Technical,High,Closed
TK-05509,C-0634,24/12/2024,Technical,Medium,Closed
TK-05510,C-0634,12/25/2024,Billing,Medium,Open
TK-05511,C-0635,13/11/2024,Technical,Medium,Resolved
TK-05512,C-0635,22/12/2024,Onboarding,Low,Open
TK-05513,C-0636,23/01/2024,Account,Medium,Resolved
TK-05514,C-0636,05/06/2024,Billing,Medium,Resolved
TK-05515,C-0637,07/05/2024,Account,Low,In Progress
TK-05516,C-0637,09/10/2024,Technical,High,Closed
TK-05517,C-0637,12/10/2024,Billing,Medium,Closed
TK-05518,C-0637,13/10/2024,Account,Medium,Open
TK-05519,C-0637,21/10/2024,Account,Low,Resolved
TK-05520,C-0637,03-Nov-24,Account,Medium,Closed
TK-05521,C-0637,11/11/2024,Billing,Medium,Closed
TK-05522,C-0637,13/11/2024,Technical,High,Resolved
TK-05523,C-0637,20/11/2024,Feature Request,High,Closed
TK-05524,C-0637,21/11/2024,Billing,Medium,Closed
TK-05525,C-0637,04/12/2024,Account,High,Resolved
TK-05526,C-0637,15/12/2024,Billing,High,Resolved
TK-05527,C-0637,17/12/2024,Account,Low,Closed
TK-05528,C-0637,26/12/2024,Technical,Medium,Closed
TK-05529,C-0637,28/12/2024,Technical,Medium,Resolved
TK-05530,C-0637,29-Dec-24,Technical,Medium,Closed
TK-05531,C-0638,22/02/2024,Account,Critical,Resolved
TK-05532,C-0638,09/10/2024,Billing,Low,In Progress
TK-05533,C-0638,20/10/2024,Technical,Low,Closed
TK-05534,C-0638,11/11/2024,Account,Low,Closed
TK-05535,C-0638,13/11/2024,Billing,Critical,Closed
TK-05536,C-0638,15/11/2024,Account,Medium,Resolved
TK-05537,C-0638,23/11/2024,Onboarding,High,Resolved
TK-05538,C-0638,24/11/2024,Billing,High,Resolved
TK-05539,C-0638,29/11/2024,Technical,Medium,Closed
TK-05540,C-0638,05/12/2024,Technical,Medium,Closed
TK-05541,C-0638,07/12/2024,Technical,High,Resolved
TK-05542,C-0638,10/12/2024,Billing,Medium,Closed
TK-05543,C-0638,11/12/2024,Technical,Critical,Closed
TK-05544,C-0638,16/12/2024,Technical,High,In Progress
TK-05545,C-0638,17/12/2024,Feature Request,High,Closed
TK-05546,C-0638,10/20/2024,Billing,Medium,In Progress
TK-05547,C-0639,02/02/2024,Technical,Low,Closed
TK-05548,C-0639,27/07/2024,Billing,Low,In Progress
TK-05549,C-0639,01/11/2024,Onboarding,Medium,Closed
TK-05550,C-0639,17/11/2024,Feature Request,Medium,Resolved
TK-05551,C-0639,19/11/2024,Billing,High,In Progress
TK-05552,C-0639,12/20/2024,Technical,Medium,Closed
TK-05553,C-0639,12/23/2024,Feature Request,Medium,In Progress
TK-05554,C-0640,20/05/2024,Billing,High,Resolved
TK-05555,C-0640,07/07/2024,Billing,High,Open
TK-05556,C-0640,05/10/2024,Onboarding,Low,In Progress
TK-05557,C-0640,05/10/2024,Feature Request,Medium,Resolved
TK-05558,C-0640,06/10/2024,Technical,High,Resolved
TK-05559,C-0640,21-Oct-24,Technical,High,Resolved
TK-05560,C-0640,20/11/2024,Technical,Low,In Progress
TK-05561,C-0640,03/12/2024,Billing,Medium,Closed
TK-05562,C-0640,14/12/2024,Technical,Critical,Closed
TK-05563,C-0640,18/12/2024,Account,Critical,Open
TK-05564,C-0640,22/12/2024,Technical,High,Resolved
TK-05565,C-0641,08/10/2024,Account,Critical,Open
TK-05566,C-0641,19/10/2024,Account,Low,Closed
TK-05567,C-0641,04/11/2024,Billing,Critical,Resolved
TK-05568,C-0641,09/11/2024,Onboarding,Medium,Resolved
TK-05569,C-0641,10/11/2024,Technical,Low,Open
TK-05570,C-0641,11/12/2024,Feature Request,Low,Closed
TK-05571,C-0641,23/12/2024,Account,Medium,Closed
TK-05572,C-0641,26/12/2024,Onboarding,High,Resolved
TK-05573,C-0642,09/08/2024,Technical,Medium,Open
TK-05574,C-0642,13/10/2024,Account,Low,Resolved
TK-05575,C-0642,31/10/2024,Technical,Low,Resolved
TK-05576,C-0642,01/11/2024,Technical,Low,Resolved
TK-05577,C-0642,02/11/2024,Account,High,In Progress
TK-05578,C-0642,13/12/2024,Feature Request,Low,Closed
TK-05579,C-0642,16/12/2024,Technical,Critical,In Progress
TK-05580,C-0642,30/12/2024,Account,Low,Resolved
TK-05581,C-0643,26/10/2024,Account,Medium,In Progress
TK-05582,C-0643,02/11/2024,Account,Low,Resolved
TK-05583,C-0643,05/11/2024,Technical,Medium,Closed
TK-05584,C-0643,10/28/2024,Billing,Medium,Closed
TK-05585,C-0644,23/01/2024,Billing,High,Open
TK-05586,C-0644,14/10/2024,Technical,Medium,Resolved
TK-05587,C-0644,15/10/2024,Billing,Critical,Resolved
TK-05588,C-0644,02/12/2024,Billing,Critical,Resolved
TK-05589,C-0644,25/12/2024,Account,Medium,Closed
TK-05590,C-0644,29/12/2024,Technical,Medium,Closed
TK-05591,C-0645,17/04/2024,Technical,Low,Closed
TK-05592,C-0645,19/10/2024,Billing,Medium,Resolved
TK-05593,C-0645,06/11/2024,Billing,Medium,Resolved
TK-05594,C-0645,02/12/2024,Billing,Critical,Closed
TK-05595,C-0645,04/12/2024,Billing,Medium,Resolved
TK-05596,C-0645,11/12/2024,Account,Low,Closed
TK-05597,C-0646,23/10/2024,Account,High,Resolved
TK-05598,C-0646,05/11/2024,Billing,Critical,Closed
TK-05599,C-0647,06-Mar-24,Billing,High,Closed
TK-05600,C-0647,06/10/2024,Onboarding,Medium,Resolved
TK-05601,C-0647,18/10/2024,Technical,High,Resolved
TK-05602,C-0647,19/10/2024,Billing,Low,Closed
TK-05603,C-0647,30/10/2024,Billing,Low,Closed
TK-05604,C-0647,01/11/2024,Onboarding,Medium,Closed
TK-05605,C-0647,03/11/2024,Billing,High,In Progress
TK-05606,C-0647,17/11/2024,Technical,High,Closed
TK-05607,C-0647,19/11/2024,Account,Low,In Progress
TK-05608,C-0647,19/11/2024,Onboarding,Medium,Closed
TK-05609,C-0647,20-Nov-24,Billing,High,Open
TK-05610,C-0647,22/11/2024,Technical,High,Resolved
TK-05611,C-0647,23/11/2024,Account,Medium,Closed
TK-05612,C-0647,04/12/2024,Technical,Medium,Closed
TK-05613,C-0647,09/12/2024,Account,Low,Resolved
TK-05614,C-0648,03/05/2024,Billing,Low,Resolved
TK-05615,C-0648,13/08/2024,Account,Medium,In Progress
TK-05616,C-0648,27/10/2024,Billing,Low,In Progress
TK-05617,C-0648,05/11/2024,Billing,Medium,In Progress
TK-05618,C-0648,11/11/2024,Technical,Medium,Resolved
TK-05619,C-0648,26/11/2024,Billing,Low,Resolved
TK-05620,C-0648,14/12/2024,Feature Request,Medium,Resolved
TK-05621,C-0648,18/12/2024,Account,Medium,Resolved
TK-05622,C-0648,19/12/2024,Billing,Medium,Closed
TK-05623,C-0649,20/10/2024,Technical,Low,Closed
TK-05624,C-0649,25/10/2024,Onboarding,Low,Closed
TK-05625,C-0649,13/11/2024,Technical,Medium,Resolved
TK-05626,C-0649,16/11/2024,Billing,High,Resolved
TK-05627,C-0649,24/11/2024,Billing,Critical,Closed
TK-05628,C-0649,03/12/2024,Feature Request,Medium,Closed
TK-05629,C-0649,15/12/2024,Feature Request,Low,Closed
TK-05630,C-0650,08/10/2024,Account,High,Closed
TK-05631,C-0650,05-Nov-24,Technical,Low,Closed
TK-05632,C-0650,18-Nov-24,Technical,High,Closed
TK-05633,C-0650,19/11/2024,Technical,Medium,Resolved
TK-05634,C-0650,02/12/2024,Technical,Low,Open
TK-05635,C-0650,12/17/2024,Technical,High,In Progress
TK-05636,C-0650,12/25/2024,Technical,Low,Closed
TK-05637,C-0651,03/03/2024,Technical,High,Closed
TK-05638,C-0651,08/10/2024,Technical,Medium,Closed
TK-05639,C-0651,24/10/2024,Account,High,Resolved
TK-05640,C-0651,31/10/2024,Onboarding,Medium,Closed
TK-05641,C-0651,03/11/2024,Billing,High,Resolved
TK-05642,C-0651,23/11/2024,Onboarding,Medium,Closed
TK-05643,C-0651,28/11/2024,Billing,High,Resolved
TK-05644,C-0651,08/12/2024,Feature Request,High,In Progress
TK-05645,C-0652,12/10/2024,Account,Medium,In Progress
TK-05646,C-0652,22/10/2024,Technical,Medium,In Progress
TK-05647,C-0652,27/10/2024,Billing,High,Closed
TK-05648,C-0652,30-Oct-24,Technical,High,Open
TK-05649,C-0652,07/11/2024,Technical,Low,Resolved
TK-05650,C-0652,09/11/2024,Billing,Low,Open
TK-05651,C-0652,12/11/2024,Technical,Low,Closed
TK-05652,C-0652,17/11/2024,Onboarding,High,Resolved
TK-05653,C-0652,20/11/2024,Technical,High,Resolved
TK-05654,C-0652,03/12/2024,Billing,Critical,In Progress
TK-05655,C-0652,04/12/2024,Technical,Low,In Progress
TK-05656,C-0652,09/12/2024,Technical,Medium,Resolved
TK-05657,C-0652,13/12/2024,Billing,Medium,Resolved
TK-05658,C-0653,03/10/2024,Billing,Medium,Closed
TK-05659,C-0653,11/10/2024,Feature Request,Low,Open
TK-05660,C-0653,28/10/2024,Billing,Critical,Closed
TK-05661,C-0653,31/10/2024,Billing,High,Closed
TK-05662,C-0653,07/11/2024,Technical,Low,Resolved
TK-05663,C-0653,11/11/2024,Account,Medium,Closed
TK-05664,C-0653,25/11/2024,Onboarding,Low,Closed
TK-05665,C-0653,29/11/2024,Technical,High,Closed
TK-05666,C-0653,12/12/2024,Billing,Medium,Open
TK-05667,C-0653,13/12/2024,Billing,Low,In Progress
TK-05668,C-0653,22/12/2024,Billing,Critical,Closed
TK-05669,C-0653,23/12/2024,Billing,Medium,Open
TK-05670,C-0654,26/01/2024,Onboarding,Critical,Closed
TK-05671,C-0654,27/06/2024,Onboarding,Medium,In Progress
TK-05672,C-0654,18/10/2024,Technical,High,Closed
TK-05673,C-0654,04/11/2024,Technical,Low,In Progress
TK-05674,C-0654,10/11/2024,Technical,Medium,Resolved
TK-05675,C-0654,14/11/2024,Feature Request,Medium,Closed
TK-05676,C-0654,19/11/2024,Billing,Medium,Closed
TK-05677,C-0655,03/10/2024,Billing,High,Closed
TK-05678,C-0655,11/10/2024,Technical,Medium,Closed
TK-05679,C-0655,25/10/2024,Technical,Medium,Closed
TK-05680,C-0655,18/11/2024,Billing,High,In Progress
TK-05681,C-0655,27/11/2024,Technical,Critical,Closed
TK-05682,C-0655,05/12/2024,Billing,High,Resolved
TK-05683,C-0656,12/02/2024,Onboarding,Low,Resolved
TK-05684,C-0656,18/10/2024,Feature Request,High,Closed
TK-05685,C-0656,07/11/2024,Technical,Low,Closed
TK-05686,C-0656,12/11/2024,Technical,Low,Closed
TK-05687,C-0656,22/11/2024,Billing,Medium,In Progress
TK-05688,C-0656,21/12/2024,Billing,Medium,Closed
TK-05689,C-0657,13/09/2024,Technical,High,Closed
TK-05690,C-0657,15/10/2024,Account,Medium,Closed
TK-05691,C-0657,06/11/2024,Technical,Medium,Resolved
TK-05692,C-0657,19/12/2024,Technical,Low,Resolved
TK-05693,C-0658,21/05/2024,Account,Low,In Progress
TK-05694,C-0658,11/07/2024,Account,Medium,Resolved
TK-05695,C-0658,26/10/2024,Billing,Medium,Closed
TK-05696,C-0658,30/10/2024,Technical,Low,Closed
TK-05697,C-0658,11/11/2024,Technical,Low,Closed
TK-05698,C-0658,23/11/2024,Technical,Medium,Closed
TK-05699,C-0658,27/11/2024,Technical,Medium,Closed
TK-05700,C-0658,06/12/2024,Feature Request,Critical,Resolved
TK-05701,C-0658,11/12/2024,Billing,Low,Resolved
TK-05702,C-0659,01/02/2024,Billing,Medium,Closed
TK-05703,C-0659,12/04/2024,Technical,High,Open
TK-05704,C-0659,21/07/2024,Billing,Medium,Closed
TK-05705,C-0659,03/10/2024,Technical,High,Resolved
TK-05706,C-0659,11/10/2024,Feature Request,Medium,In Progress
TK-05707,C-0659,16/10/2024,Billing,High,Closed
TK-05708,C-0659,30/10/2024,Feature Request,Critical,Closed
TK-05709,C-0659,23/11/2024,Technical,Low,Resolved
TK-05710,C-0659,08/12/2024,Billing,Medium,Closed
TK-05711,C-0659,11/12/2024,Technical,High,Closed
TK-05712,C-0659,11/12/2024,Account,Medium,Resolved
TK-05713,C-0659,15/12/2024,Account,Medium,Closed
TK-05714,C-0659,29/12/2024,Onboarding,High,Resolved
TK-05715,C-0659,10/19/2024,Technical,Critical,Closed
TK-05716,C-0660,05/10/2024,Onboarding,High,Open
TK-05717,C-0660,08/10/2024,Billing,High,Closed
TK-05718,C-0660,08/10/2024,Account,Medium,Resolved
TK-05719,C-0660,26-Oct-24,Onboarding,Critical,Closed
TK-05720,C-0660,06/11/2024,Account,Medium,Resolved
TK-05721,C-0660,06/11/2024,Billing,Medium,Closed
TK-05722,C-0660,10/11/2024,Onboarding,Low,Resolved
TK-05723,C-0660,18/11/2024,Technical,High,In Progress
TK-05724,C-0660,05-Dec-24,Billing,High,Resolved
TK-05725,C-0660,05/12/2024,Technical,High,Resolved
TK-05726,C-0660,11/12/2024,Feature Request,High,In Progress
TK-05727,C-0660,12/12/2024,Billing,Medium,Closed
TK-05728,C-0660,14/12/2024,Technical,Medium,Closed
TK-05729,C-0660,17/12/2024,Feature Request,Medium,Resolved
TK-05730,C-0660,28/12/2024,Feature Request,Low,Closed
TK-05731,C-0661,23/01/2024,Billing,Medium,Closed
TK-05732,C-0661,27/09/2024,Technical,Low,Closed
TK-05733,C-0661,16/10/2024,Billing,Low,Resolved
TK-05734,C-0661,03/11/2024,Technical,Medium,Closed
TK-05735,C-0661,09/11/2024,Feature Request,Low,Resolved
TK-05736,C-0661,16/11/2024,Technical,Low,Resolved
TK-05737,C-0661,23/11/2024,Account,Low,Resolved
TK-05738,C-0661,17/12/2024,Billing,High,In Progress
TK-05739,C-0661,18/12/2024,Billing,Medium,Open
TK-05740,C-0661,21/12/2024,Billing,Medium,Resolved
TK-05741,C-0661,27/12/2024,Account,High,Resolved
TK-05742,C-0662,26/04/2024,Feature Request,Medium,Closed
TK-05743,C-0662,05/10/2024,Technical,Medium,Closed
TK-05744,C-0662,05/10/2024,Technical,Medium,Closed
TK-05745,C-0662,14-Oct-24,Account,Medium,Resolved
TK-05746,C-0662,17/10/2024,Billing,Medium,Closed
TK-05747,C-0662,21-Oct-24,Billing,Low,In Progress
TK-05748,C-0662,28-Oct-24,Technical,Critical,Resolved
TK-05749,C-0662,22/11/2024,Technical,Medium,Closed
TK-05750,C-0662,23/11/2024,Account,High,Closed
TK-05751,C-0662,05/12/2024,Account,High,Resolved
TK-05752,C-0662,15/12/2024,Onboarding,Low,Resolved
TK-05753,C-0662,22/12/2024,Feature Request,High,Closed
TK-05754,C-0663,04/02/2024,Billing,Low,Open
TK-05755,C-0663,12/09/2024,Billing,Low,Closed
TK-05756,C-0663,20/11/2024,Billing,Low,Closed
TK-05757,C-0663,20/11/2024,Technical,Medium,Resolved
TK-05758,C-0664,10/04/2024,Technical,Medium,In Progress
TK-05759,C-0664,12/06/2024,Account,Critical,Closed
TK-05760,C-0664,08/08/2024,Technical,Medium,In Progress
TK-05761,C-0664,13/10/2024,Technical,Low,In Progress
TK-05762,C-0664,26/10/2024,Account,High,Closed
TK-05763,C-0664,02-Nov-24,Technical,Low,Open
TK-05764,C-0664,11/11/2024,Technical,Medium,Closed
TK-05765,C-0664,16/11/2024,Technical,Medium,Closed
TK-05766,C-0664,03/12/2024,Technical,Medium,Resolved
TK-05767,C-0664,18/12/2024,Technical,High,Resolved
TK-05768,C-0664,21/12/2024,Billing,Low,Resolved
TK-05769,C-0664,29/12/2024,Technical,Low,Closed
TK-05770,C-0665,07/04/2024,Technical,High,Open
TK-05771,C-0665,28/06/2024,Billing,High,Closed
TK-05772,C-0665,07-Oct-24,Billing,Medium,Closed
TK-05773,C-0665,17/10/2024,Feature Request,Low,In Progress
TK-05774,C-0665,28/10/2024,Technical,Medium,In Progress
TK-05775,C-0665,09/11/2024,Billing,Medium,Closed
TK-05776,C-0665,03/12/2024,Feature Request,Medium,In Progress
TK-05777,C-0666,29/03/2024,Feature Request,High,Closed
TK-05778,C-0666,25/05/2024,Account,Medium,Open
TK-05779,C-0666,05/10/2024,Billing,Critical,Resolved
TK-05780,C-0666,06/10/2024,Billing,High,Closed
TK-05781,C-0666,10/10/2024,Technical,High,Resolved
TK-05782,C-0666,16/10/2024,Billing,Medium,Resolved
TK-05783,C-0666,21/10/2024,Feature Request,Medium,Resolved
TK-05784,C-0666,22/10/2024,Technical,High,Resolved
TK-05785,C-0666,23/10/2024,Technical,Medium,In Progress
TK-05786,C-0666,05/11/2024,Billing,Medium,Resolved
TK-05787,C-0666,10/11/2024,Technical,High,Resolved
TK-05788,C-0666,20/11/2024,Account,High,Resolved
TK-05789,C-0666,04/12/2024,Technical,Medium,Closed
TK-05790,C-0666,04/12/2024,Billing,Medium,Resolved
TK-05791,C-0666,15/12/2024,Technical,Medium,Resolved
TK-05792,C-0666,11/27/2024,Feature Request,Low,Closed
TK-05793,C-0667,20-Oct-24,Feature Request,Medium,In Progress
TK-05794,C-0667,29/10/2024,Onboarding,Critical,Closed
TK-05795,C-0667,01/11/2024,Account,Low,Resolved
TK-05796,C-0667,12/11/2024,Technical,Medium,In Progress
TK-05797,C-0667,23/11/2024,Onboarding,Medium,Closed
TK-05798,C-0667,30/11/2024,Feature Request,Medium,Closed
TK-05799,C-0667,03/12/2024,Technical,Medium,Resolved
TK-05800,C-0667,27/12/2024,Billing,High,Open
TK-05801,C-0668,19/10/2024,Feature Request,Medium,In Progress
TK-05802,C-0668,20/10/2024,Technical,Low,Open
TK-05803,C-0668,24/10/2024,Technical,Critical,Closed
TK-05804,C-0668,27/10/2024,Technical,High,Resolved
TK-05805,C-0668,15/11/2024,Account,Medium,Resolved
TK-05806,C-0668,27/11/2024,Billing,Medium,Resolved
TK-05807,C-0669,05/01/2024,Account,Medium,Resolved
TK-05808,C-0669,26/09/2024,Feature Request,Medium,Resolved
TK-05809,C-0669,07/10/2024,Billing,Critical,Closed
TK-05810,C-0669,10/10/2024,Onboarding,High,Closed
TK-05811,C-0669,23/10/2024,Technical,High,Closed
TK-05812,C-0669,26/10/2024,Technical,Low,Closed
TK-05813,C-0669,28/10/2024,Onboarding,Low,In Progress
TK-05814,C-0669,09/11/2024,Technical,Medium,Resolved
TK-05815,C-0669,28/11/2024,Billing,Critical,Closed
TK-05816,C-0669,09/12/2024,Technical,Low,Closed
TK-05817,C-0669,10/12/2024,Account,Low,Resolved
TK-05818,C-0669,10/12/2024,Account,Low,Resolved
TK-05819,C-0669,24/12/2024,Billing,High,Resolved
TK-05820,C-0670,16/10/2024,Billing,Medium,Closed
TK-05821,C-0670,27/10/2024,Technical,Medium,Closed
TK-05822,C-0670,11/11/2024,Billing,Low,Resolved
TK-05823,C-0670,22/11/2024,Technical,Medium,Open
TK-05824,C-0670,25/12/2024,Feature Request,High,Closed
TK-05825,C-0670,28/12/2024,Billing,Medium,Open
TK-05826,C-0670,12/24/2024,Account,Medium,In Progress
TK-05827,C-0671,12/02/2024,Technical,Medium,Resolved
TK-05828,C-0671,27-Apr-24,Technical,Low,Resolved
TK-05829,C-0671,11/10/2024,Technical,High,Open
TK-05830,C-0671,12-Oct-24,Technical,Medium,In Progress
TK-05831,C-0671,13/10/2024,Technical,Low,Resolved
TK-05832,C-0671,14/10/2024,Technical,Low,Resolved
TK-05833,C-0671,20/10/2024,Billing,Low,In Progress
TK-05834,C-0671,17/11/2024,Account,Medium,Open
TK-05835,C-0671,18/11/2024,Billing,Medium,In Progress
TK-05836,C-0671,02/12/2024,Account,High,Closed
TK-05837,C-0671,18/12/2024,Technical,Critical,Resolved
TK-05838,C-0671,23/12/2024,Onboarding,Critical,Resolved
TK-05839,C-0672,04/02/2024,Technical,Medium,Open
TK-05840,C-0672,01/04/2024,Technical,High,Closed
TK-05841,C-0672,22/10/2024,Billing,Medium,Closed
TK-05842,C-0672,09/11/2024,Feature Request,High,Closed
TK-05843,C-0672,14-Nov-24,Technical,Medium,Closed
TK-05844,C-0672,23/11/2024,Technical,High,Closed
TK-05845,C-0672,25/11/2024,Account,Medium,Open
TK-05846,C-0672,08/12/2024,Technical,Low,Closed
TK-05847,C-0673,20/10/2024,Billing,Medium,Resolved
TK-05848,C-0673,25/10/2024,Billing,Low,Closed
TK-05849,C-0673,16/11/2024,Technical,Medium,Closed
TK-05850,C-0674,09/05/2024,Billing,Medium,Closed
TK-05851,C-0674,25/07/2024,Onboarding,High,In Progress
TK-05852,C-0674,22-Oct-24,Billing,High,Resolved
TK-05853,C-0674,26/10/2024,Onboarding,Medium,Resolved
TK-05854,C-0674,16/11/2024,Feature Request,High,In Progress
TK-05855,C-0674,22/11/2024,Technical,Low,Closed
TK-05856,C-0674,16/12/2024,Technical,Medium,Closed
TK-05857,C-0674,26/12/2024,Billing,Medium,Resolved
TK-05858,C-0675,13/10/2024,Onboarding,Critical,Closed
TK-05859,C-0675,13/10/2024,Billing,Low,Open
TK-05860,C-0675,31-Oct-24,Billing,Low,Open
TK-05861,C-0675,04/11/2024,Account,Critical,Closed
TK-05862,C-0675,09/11/2024,Account,Medium,Resolved
TK-05863,C-0675,10/11/2024,Onboarding,Medium,Closed
TK-05864,C-0675,23/11/2024,Technical,High,Closed
TK-05865,C-0675,08/12/2024,Billing,High,Closed
TK-05866,C-0676,12/07/2024,Account,High,Closed
TK-05867,C-0676,15/10/2024,Technical,Medium,In Progress
TK-05868,C-0676,01/11/2024,Technical,High,Closed
TK-05869,C-0676,06-Nov-24,Technical,Medium,In Progress
TK-05870,C-0676,15/11/2024,Technical,High,Resolved
TK-05871,C-0676,30-Nov-24,Billing,Medium,Closed
TK-05872,C-0676,04/12/2024,Feature Request,Medium,Closed
TK-05873,C-0677,11/10/2024,Technical,High,Closed
TK-05874,C-0677,16/10/2024,Feature Request,Critical,Resolved
TK-05875,C-0677,20/10/2024,Account,Medium,Resolved
TK-05876,C-0677,26/10/2024,Feature Request,Low,Open
TK-05877,C-0677,05/11/2024,Billing,High,Closed
TK-05878,C-0677,14/12/2024,Technical,Critical,Resolved
TK-05879,C-0677,18/12/2024,Billing,Medium,Resolved
TK-05880,C-0677,18/12/2024,Onboarding,Medium,Resolved
TK-05881,C-0677,23/12/2024,Onboarding,Medium,Resolved
TK-05882,C-0678,31/01/2024,Account,Critical,Resolved
TK-05883,C-0678,26/05/2024,Onboarding,Low,Resolved
TK-05884,C-0678,10/10/2024,Onboarding,Medium,Closed
TK-05885,C-0678,15/10/2024,Technical,Medium,Closed
TK-05886,C-0678,30/10/2024,Billing,Medium,Resolved
TK-05887,C-0678,10/11/2024,Billing,Medium,Open
TK-05888,C-0678,20/11/2024,Feature Request,Critical,Closed
TK-05889,C-0678,21/11/2024,Technical,Medium,Closed
TK-05890,C-0678,23/11/2024,Technical,Medium,Closed
TK-05891,C-0678,30-Nov-24,Billing,Critical,Closed
TK-05892,C-0678,15/12/2024,Billing,Medium,In Progress
TK-05893,C-0678,19/12/2024,Feature Request,Medium,Resolved
TK-05894,C-0678,25/12/2024,Technical,High,Closed
TK-05895,C-0678,26-Dec-24,Billing,Low,Closed
TK-05896,C-0678,29/12/2024,Billing,High,Closed
TK-05897,C-0679,29/01/2024,Account,High,Closed
TK-05898,C-0679,10/10/2024,Technical,Low,Closed
TK-05899,C-0679,18/12/2024,Technical,High,Closed
TK-05900,C-0680,24/07/2024,Feature Request,High,Resolved
TK-05901,C-0681,05/03/2024,Account,High,In Progress
TK-05902,C-0681,20/04/2024,Technical,Medium,Resolved
TK-05903,C-0681,07/10/2024,Onboarding,High,Closed
TK-05904,C-0681,19/10/2024,Technical,Low,Resolved
TK-05905,C-0681,21/10/2024,Technical,High,In Progress
TK-05906,C-0681,03/11/2024,Technical,High,Resolved
