survey_id,customer_id,nps_score,survey_date
SV-02395,C-0464,8,15/01/2024
SV-02394,C-0464,6,27/12/2024
SV-02802,C-0465,3,25/10/2024
SV-01741,C-0466,3,25/12/2024
SV-01025,C-0467,1,14/11/2024
SV-02556,C-0468,8,03/07/2024
SV-01248,C-0469,10,23/01/2024
SV-01247,C-0469,10,30/08/2024
SV-00726,C-0470,5,04/12/2024
SV-00597,C-0471,7,11/12/2024
SV-01409,C-0472,4,16/09/2024
SV-01410,C-0472,1,25/03/2024
SV-01843,C-0473,6,15/08/2024
SV-01844,C-0473,7,11/03/2024
SV-00985,C-0474,6,17/11/2024
SV-01791,C-0475,7,25/10/2024
SV-01792,C-0475,10,02/06/2024
SV-01922,C-0476,1,06/07/2024
SV-01923,C-0476,2,21/01/2024
SV-03197,C-0478,4,21/01/2024
SV-03196,C-0478,2,20/11/2024
SV-04145,C-0479,3,11/10/2024
SV-02596,C-0480,5,15/06/2024
SV-02595,C-0480,8,06/11/2024
SV-00888,C-0481,9,24/07/2024
SV-02826,C-0482,4,22/08/2024
SV-00469,C-0483,9,12/09/2024
SV-02624,C-0485,5,30/11/2024
SV-03772,C-0486,5,06/08/2024
SV-00879,C-0487,2,02/12/2024
SV-00880,C-0487,1,11/06/2024
SV-04055,C-0488,8,16/05/2024
SV-04054,C-0488,10,20/07/2024
SV-00269,C-0489,5,05/06/2024
SV-00268,C-0489,6,09/11/2024
SV-01886,C-0490,8,05/09/2024
SV-00848,C-0491,5,30/11/2024
SV-00575,C-0492,10,23/03/2024
SV-00574,C-0492,7,24/09/2024
SV-01942,C-0493,4,03/04/2024
SV-01941,C-0493,1,17/08/2024
SV-02870,C-0494,7,25/12/2024
SV-03043,C-0495,10,27/08/2024
SV-03389,C-0496,2,09/11/2024
SV-03616,C-0497,8,17/02/2024
SV-03615,C-0497,5,27/12/2024
SV-02966,C-0499,0,07/05/2024
SV-02965,C-0499,0,28/12/2024
SV-00844,C-0500,4,03/05/2024
SV-00843,C-0500,2,19/07/2024
SV-02791,C-0501,7,15/09/2024
SV-02029,C-0502,4,11/12/2024
SV-02585,C-0503,2,22/08/2024
SV-02113,C-0504,7,13/01/2024
SV-02112,C-0504,8,19/09/2024
SV-02237,C-0505,9,23/10/2024
SV-00697,C-0506,10,10/12/2024
SV-00635,C-0507,10,19/07/2024
SV-00636,C-0507,9,21/04/2024
SV-03736,C-0508,9,15/09/2024
SV-00250,C-0509,4,19/09/2024
SV-02200,C-0510,10,21/07/2024
SV-04232,C-0512,5,16/02/2024
SV-04231,C-0512,2,19/11/2024
SV-01221,C-0513,9,07/07/2024
SV-02975,C-0514,9,08/08/2024
SV-01807,C-0515,9,03/08/2024
SV-01808,C-0515,7,23/01/2024
SV-00176,C-0516,7,02/09/2024
SV-02042,C-0517,1,26/12/2024
SV-02282,C-0518,9,02/07/2024
SV-02283,C-0518,7,05/04/2024
SV-00503,C-0519,7,20/09/2024
SV-01403,C-0520,1,26/12/2024
SV-01404,C-0520,0,30/04/2024
SV-04088,C-0522,7,21/09/2024
SV-01904,C-0523,2,04/05/2024
SV-01903,C-0523,1,31/10/2024
SV-01658,C-0524,3,02/09/2024
SV-03849,C-0525,4,09/08/2024
SV-03202,C-0526,2,26/10/2024
SV-02461,C-0527,7,30/08/2024
SV-00302,C-0528,8,27/10/2024
SV-04001,C-0529,6,25/08/2024
SV-04002,C-0529,4,29/03/2024
SV-02688,C-0530,0,05/12/2024
SV-02771,C-0531,2,14/07/2024
SV-01930,C-0532,3,28/12/2024
SV-03833,C-0533,3,28/05/2024
SV-03832,C-0533,6,08/08/2024
SV-01173,C-0534,8,30/07/2024
SV-01174,C-0534,10,28/04/2024
SV-01853,C-0535,7,18/09/2024
SV-03771,C-0536,1,11/08/2024
SV-03111,C-0537,7,22/09/2024
SV-03112,C-0537,5,20/03/2024
SV-01612,C-0538,8,05/08/2024
SV-01893,C-0539,3,14/07/2024
SV-01233,C-0540,2,02/10/2024
SV-04294,C-0541,5,05/12/2024
SV-04295,C-0541,3,06/06/2024
SV-01324,C-0542,7,07/07/2024
SV-03484,C-0543,9,06/08/2024
SV-03485,C-0543,8,05/02/2024
SV-00174,C-0545,1,29/07/2024
SV-03744,C-0546,7,09/08/2024
SV-03745,C-0546,8,05/03/2024
SV-03085,C-0547,4,28/05/2024
SV-03084,C-0547,3,10/09/2024
SV-00266,C-0548,8,29/07/2024
SV-00267,C-0548,7,21/01/2024
SV-01161,C-0549,4,14/11/2024
SV-01162,C-0549,6,22/02/2024
SV-00839,C-0550,0,11/07/2024
SV-02318,C-0551,0,07/07/2024
SV-03625,C-0552,5,07/04/2024
SV-03624,C-0552,3,09/07/2024
SV-03424,C-0553,2,11/07/2024
SV-03738,C-0554,3,16/09/2024
SV-03739,C-0554,0,18/01/2024
SV-03700,C-0555,0,07/03/2024
SV-03699,C-0555,2,22/11/2024
SV-03732,C-0556,8,09/09/2024
SV-04150,C-0557,1,22/01/2024
SV-04149,C-0557,3,25/11/2024
SV-04106,C-0558,1,24/02/2024
SV-04105,C-0558,3,21/11/2024
SV-01370,C-0559,6,30/03/2024
SV-01369,C-0559,7,20/12/2024
SV-00130,C-0560,2,18/07/2024
SV-01826,C-0561,0,02/12/2024
SV-01827,C-0561,0,29/01/2024
SV-03737,C-0562,8,23/07/2024
SV-02575,C-0563,7,23/12/2024
SV-01206,C-0564,9,17/04/2024
SV-01205,C-0564,7,04/10/2024
SV-01415,C-0565,10,07/11/2024
SV-02336,C-0566,3,08/07/2024
SV-02337,C-0566,1,31/05/2024
SV-02856,C-0567,10,25/03/2024
SV-02855,C-0567,7,09/11/2024
SV-03748,C-0568,9,30/12/2024
SV-03749,C-0568,7,07/04/2024
SV-02116,C-0569,5,01/11/2024
SV-01097,C-0570,3,04/06/2024
SV-01096,C-0570,2,26/07/2024
SV-03770,C-0571,9,28/07/2024
SV-02631,C-0572,9,29/07/2024
SV-02632,C-0572,10,27/03/2024
SV-02617,C-0573,5,01/01/2024
SV-02616,C-0573,2,11/10/2024
SV-03313,C-0574,8,29/02/2024
SV-03312,C-0574,7,21/11/2024
SV-03983,C-0575,3,06/05/2024
SV-03982,C-0575,5,06/11/2024
SV-00112,C-0576,7,18/02/2024
SV-00111,C-0576,8,05/09/2024
SV-02812,C-0577,2,15/09/2024
SV-00258,C-0578,6,24/06/2024
SV-00257,C-0578,4,29/10/2024
SV-03205,C-0579,8,08/11/2024
SV-03206,C-0579,6,31/01/2024
SV-02937,C-0580,3,11/08/2024
SV-00406,C-0581,1,01/12/2024
SV-01931,C-0582,3,23/07/2024
SV-03829,C-0583,2,18/10/2024
SV-02218,C-0584,6,26/03/2024
SV-02217,C-0584,8,06/08/2024
SV-03374,C-0585,7,01/11/2024
SV-03483,C-0586,7,04/12/2024
SV-00092,C-0587,4,22/05/2024
SV-00091,C-0587,3,08/08/2024
SV-03287,C-0588,0,24/02/2024
SV-03286,C-0588,1,06/08/2024
SV-03144,C-0589,0,09/11/2024
SV-03145,C-0589,0,04/06/2024
SV-03130,C-0590,3,10/11/2024
SV-00011,C-0591,0,03/01/2024
SV-00010,C-0591,1,29/11/2024
SV-02996,C-0592,6,15/04/2024
SV-02995,C-0592,9,29/09/2024
SV-01110,C-0593,1,27/01/2024
SV-01109,C-0593,4,19/09/2024
SV-00836,C-0594,3,04/11/2024
SV-00307,C-0595,0,09/08/2024
SV-00308,C-0595,0,29/03/2024
SV-02182,C-0596,3,26/11/2024
SV-00944,C-0597,10,03/11/2024
SV-02417,C-0598,3,11/12/2024
SV-03283,C-0599,3,16/02/2024
SV-03282,C-0599,1,07/08/2024
SV-01861,C-0601,9,07/07/2024
SV-01280,C-0602,2,17/11/2024
SV-01281,C-0602,0,22/03/2024
SV-04220,C-0603,1,26/03/2024
SV-04219,C-0603,4,17/09/2024
SV-01505,C-0604,5,29/10/2024
SV-01506,C-0604,6,02/02/2024
SV-00978,C-0605,9,05/07/2024
SV-02420,C-0606,7,12/06/2024
SV-02419,C-0606,10,12/08/2024
SV-02396,C-0607,6,23/12/2024
SV-02397,C-0607,4,15/01/2024
SV-01042,C-0608,2,04/08/2024
SV-01043,C-0608,4,06/04/2024
SV-01680,C-0609,2,04/10/2024
SV-01681,C-0609,0,14/03/2024
SV-03463,C-0610,9,11/07/2024
SV-03464,C-0610,10,08/06/2024
SV-00119,C-0611,9,13/06/2024
SV-00118,C-0611,10,19/09/2024
SV-02289,C-0612,1,02/12/2024
SV-02290,C-0612,0,16/02/2024
SV-03971,C-0613,5,01/10/2024
SV-03994,C-0614,9,05/07/2024
SV-03457,C-0615,6,10/05/2024
SV-03456,C-0615,5,14/11/2024
SV-03354,C-0616,2,20/09/2024
SV-00063,C-0617,2,27/12/2024
SV-00764,C-0618,0,16/09/2024
SV-00765,C-0618,1,16/01/2024
SV-03109,C-0619,6,30/07/2024
SV-00347,C-0620,7,11/11/2024
SV-00348,C-0620,9,28/01/2024
SV-02288,C-0621,3,10/09/2024
SV-03385,C-0622,7,28/10/2024
SV-00920,C-0623,2,28/11/2024
SV-00921,C-0623,0,31/05/2024
SV-01742,C-0624,10,22/11/2024
SV-01467,C-0625,9,06/09/2024
SV-02735,C-0626,1,06/07/2024
SV-01302,C-0627,3,30/08/2024
SV-00015,C-0628,6,28/11/2024
SV-01614,C-0629,6,08/04/2024
SV-01613,C-0629,7,06/07/2024
SV-03589,C-0630,7,06/12/2024
SV-00748,C-0631,5,27/02/2024
SV-00747,C-0631,8,23/12/2024
SV-01144,C-0632,5,29/11/2024
SV-01145,C-0632,2,05/04/2024
SV-01077,C-0633,2,21/12/2024
SV-03569,C-0634,6,10/10/2024
SV-01699,C-0635,4,21/04/2024
SV-01698,C-0635,1,24/09/2024
SV-03591,C-0636,1,12/06/2024
SV-03590,C-0636,3,09/10/2024
SV-02239,C-0637,4,28/09/2024
SV-02481,C-0638,2,24/07/2024
SV-02482,C-0638,0,25/02/2024
SV-02756,C-0639,8,08/10/2024
SV-02757,C-0639,7,23/05/2024
SV-00852,C-0640,7,31/08/2024
SV-02454,C-0641,10,07/03/2024
SV-02453,C-0641,8,19/11/2024
SV-00781,C-0642,9,06/11/2024
SV-00782,C-0642,10,28/03/2024
SV-01207,C-0643,7,04/11/2024
SV-01171,C-0644,2,17/08/2024
SV-01172,C-0644,4,25/05/2024
SV-03119,C-0645,0,18/03/2024
SV-03118,C-0645,0,10/08/2024
SV-03816,C-0646,8,28/12/2024
SV-03817,C-0646,6,18/01/2024
SV-03297,C-0647,10,13/05/2024
SV-03296,C-0647,8,21/12/2024
SV-03535,C-0648,7,26/08/2024
SV-02183,C-0649,8,01/12/2024
SV-02184,C-0649,7,26/04/2024
SV-01035,C-0650,6,05/11/2024
SV-00527,C-0651,9,30/03/2024
SV-00526,C-0651,7,04/09/2024
SV-03169,C-0652,8,17/11/2024
SV-03642,C-0653,4,08/08/2024
SV-00647,C-0654,5,10/12/2024
SV-02487,C-0655,7,28/04/2024
SV-02486,C-0655,9,21/12/2024
SV-03998,C-0656,8,11/05/2024
SV-03997,C-0656,9,01/12/2024
SV-00451,C-0657,9,26/10/2024
SV-03064,C-0658,9,20/11/2024
SV-02376,C-0659,7,01/08/2024
SV-00134,C-0660,0,08/07/2024
SV-02881,C-0661,0,01/12/2024
SV-02782,C-0662,0,19/02/2024
SV-02781,C-0662,1,13/12/2024
SV-00400,C-0663,0,17/03/2024
SV-00399,C-0663,1,18/11/2024
SV-01596,C-0664,6,07/07/2024
SV-03270,C-0665,4,21/07/2024
SV-03954,C-0666,8,15/10/2024
SV-01212,C-0667,1,26/08/2024
SV-03473,C-0668,9,10/09/2024
SV-02833,C-0669,7,12/12/2024
SV-00776,C-0670,6,02/11/2024
SV-00558,C-0671,0,10/03/2024
SV-00557,C-0671,0,29/07/2024
SV-03755,C-0672,2,29/07/2024
SV-01017,C-0673,0,26/08/2024
SV-00315,C-0674,9,09/02/2024
SV-00314,C-0674,8,10/12/2024
SV-04308,C-0675,6,21/01/2024
SV-04307,C-0675,8,11/08/2024
SV-03214,C-0676,0,15/03/2024
SV-03213,C-0676,1,30/11/2024
SV-00181,C-0677,4,19/08/2024
SV-00182,C-0677,5,11/06/2024
SV-00471,C-0678,3,25/05/2024
SV-00470,C-0678,0,07/11/2024
SV-04166,C-0679,3,17/12/2024
SV-00608,C-0680,5,30/07/2024
SV-03474,C-0681,0,14/10/2024
SV-00573,C-0682,10,17/04/2024
SV-00572,C-0682,7,30/09/2024
SV-00345,C-0683,1,24/08/2024
SV-01230,C-0684,5,21/02/2024
SV-01229,C-0684,8,26/09/2024
SV-01682,C-0685,0,28/07/2024
SV-01687,C-0686,3,26/07/2024
SV-02766,C-0687,2,06/12/2024
SV-02767,C-0687,3,26/01/2024
SV-03271,C-0688,3,10/08/2024
SV-00884,C-0689,2,24/07/2024
SV-00885,C-0689,3,29/05/2024
SV-03808,C-0690,8,23/11/2024
SV-03741,C-0691,10,31/01/2024
SV-03740,C-0691,9,29/07/2024
SV-03704,C-0692,5,13/04/2024
SV-03703,C-0692,8,16/08/2024
SV-00179,C-0693,6,12/12/2024
SV-00180,C-0693,8,12/01/2024
SV-03302,C-0695,10,16/07/2024
SV-04189,C-0696,6,01/02/2024
SV-04188,C-0696,9,20/12/2024
SV-03802,C-0697,10,22/12/2024
SV-03803,C-0697,10,30/04/2024
SV-00618,C-0698,8,13/10/2024
SV-01929,C-0699,0,08/08/2024
SV-01059,C-0700,6,11/05/2024
SV-01058,C-0700,4,28/12/2024
SV-01948,C-0701,10,18/02/2024
SV-01947,C-0701,10,02/09/2024
SV-02210,C-0702,3,14/12/2024
SV-02599,C-0703,0,19/12/2024
SV-02600,C-0703,0,14/05/2024
SV-02913,C-0704,7,27/11/2024
SV-02914,C-0704,5,25/06/2024
SV-03553,C-0705,10,11/09/2024
SV-03472,C-0706,6,20/03/2024
SV-03471,C-0706,5,16/08/2024
SV-01919,C-0707,3,29/11/2024
SV-04134,C-0708,8,06/08/2024
SV-00197,C-0709,7,27/09/2024
SV-03967,C-0710,4,06/11/2024
SV-03968,C-0710,7,10/01/2024
SV-03647,C-0711,8,29/12/2024
SV-03409,C-0712,3,16/06/2024
SV-03408,C-0712,5,25/09/2024
SV-03603,C-0713,6,01/12/2024
SV-03604,C-0713,3,17/05/2024
SV-03723,C-0714,0,28/07/2024
SV-03724,C-0714,0,24/06/2024
SV-01380,C-0715,3,06/07/2024
SV-03920,C-0716,10,31/07/2024
SV-03921,C-0716,7,07/04/2024
SV-03774,C-0717,7,06/06/2024
SV-03773,C-0717,5,13/09/2024
SV-03079,C-0718,6,09/09/2024
SV-03080,C-0718,5,22/04/2024
SV-03687,C-0719,1,02/10/2024
SV-03299,C-0720,10,11/03/2024
SV-03298,C-0720,10,16/11/2024
SV-01079,C-0721,0,26/12/2024
SV-01080,C-0721,1,09/01/2024
SV-02406,C-0722,0,18/06/2024
SV-02405,C-0722,1,22/12/2024
SV-01738,C-0723,1,27/09/2024
SV-00842,C-0724,5,12/11/2024
SV-00474,C-0725,9,25/11/2024
SV-00475,C-0725,7,14/01/2024
SV-00077,C-0726,7,19/05/2024
SV-00076,C-0726,4,21/11/2024
SV-03392,C-0727,5,18/03/2024
SV-03391,C-0727,4,20/11/2024
SV-02583,C-0728,6,09/04/2024
SV-02582,C-0728,5,14/09/2024
SV-00291,C-0729,1,23/10/2024
SV-00292,C-0729,0,05/01/2024
SV-03897,C-0730,1,02/03/2024
SV-03896,C-0730,2,26/11/2024
SV-01663,C-0731,10,13/03/2024
SV-01662,C-0731,8,07/10/2024
SV-02768,C-0732,7,20/10/2024
SV-01465,C-0733,7,07/10/2024
SV-01910,C-0734,1,29/11/2024
SV-02070,C-0735,4,12/08/2024
SV-03865,C-0736,2,28/06/2024
SV-03864,C-0736,5,15/12/2024
SV-02676,C-0737,10,22/02/2024
SV-02675,C-0737,9,12/08/2024
SV-02412,C-0738,4,06/07/2024
SV-00909,C-0739,1,27/07/2024
SV-01066,C-0740,5,24/08/2024
SV-00175,C-0741,8,16/07/2024
SV-02066,C-0742,6,05/12/2024
SV-02067,C-0742,9,28/05/2024
SV-04164,C-0743,8,21/12/2024
SV-04165,C-0743,9,24/01/2024
SV-03977,C-0744,9,22/10/2024
SV-01336,C-0745,6,21/09/2024
SV-00439,C-0746,6,02/09/2024
SV-00359,C-0747,8,10/01/2024
SV-00358,C-0747,10,22/12/2024
SV-00466,C-0748,5,22/03/2024
SV-00465,C-0748,3,15/12/2024
SV-03133,C-0749,3,09/11/2024
SV-02523,C-0750,4,21/10/2024
SV-02524,C-0750,3,22/04/2024
SV-00500,C-0751,3,12/11/2024
SV-00501,C-0751,2,10/02/2024
SV-01081,C-0752,7,18/07/2024
SV-01082,C-0752,6,23/01/2024
SV-03763,C-0753,7,15/01/2024
SV-03762,C-0753,8,16/08/2024
SV-03899,C-0754,2,22/11/2024
SV-03900,C-0754,1,12/05/2024
SV-03276,C-0755,4,31/10/2024
SV-01712,C-0756,10,16/08/2024
SV-00736,C-0757,9,07/03/2024
SV-00735,C-0757,8,15/09/2024
SV-02149,C-0758,0,02/05/2024
SV-02148,C-0758,1,27/07/2024
SV-00254,C-0759,4,17/10/2024
SV-02636,C-0760,1,22/07/2024
SV-01784,C-0761,2,27/10/2024
SV-02622,C-0762,2,02/08/2024
SV-02623,C-0762,0,16/01/2024
SV-04395,C-0763,6,26/04/2024
SV-04394,C-0763,3,18/10/2024
SV-01773,C-0764,10,21/08/2024
SV-02628,C-0765,5,25/03/2024
SV-02627,C-0765,2,23/11/2024
SV-01669,C-0766,8,18/10/2024
SV-02372,C-0767,10,16/12/2024
SV-02352,C-0768,10,14/11/2024
SV-02079,C-0769,8,28/12/2024
SV-02080,C-0769,5,08/03/2024
SV-03234,C-0770,0,27/01/2024
SV-03233,C-0770,1,25/08/2024
SV-00742,C-0771,10,30/01/2024
SV-00741,C-0771,9,04/10/2024
SV-03627,C-0772,5,14/08/2024
SV-00265,C-0773,1,29/11/2024
SV-02083,C-0774,9,30/08/2024
SV-02021,C-0775,0,26/07/2024
SV-01262,C-0776,7,21/08/2024
SV-00283,C-0777,5,03/11/2024
SV-03437,C-0778,1,15/12/2024
SV-03523,C-0779,10,01/08/2024
SV-00671,C-0780,6,18/05/2024
SV-00670,C-0780,4,26/07/2024
SV-02712,C-0781,7,13/11/2024
SV-02713,C-0781,6,17/05/2024
SV-01823,C-0782,1,26/09/2024
SV-02236,C-0783,0,17/03/2024
SV-02235,C-0783,0,24/08/2024
SV-00615,C-0785,5,30/08/2024
SV-00616,C-0785,2,09/04/2024
SV-02715,C-0786,6,19/09/2024
SV-02777,C-0787,3,06/12/2024
SV-02778,C-0787,6,10/03/2024
SV-02901,C-0788,2,25/02/2024
SV-02900,C-0788,4,15/07/2024
SV-03767,C-0789,5,05/11/2024
SV-02814,C-0790,9,15/09/2024
SV-03022,C-0791,4,23/01/2024
SV-03021,C-0791,1,13/07/2024
SV-04247,C-0792,7,31/08/2024
SV-04248,C-0792,10,21/06/2024
SV-00144,C-0793,1,15/08/2024
SV-02041,C-0794,8,27/08/2024
SV-00116,C-0795,4,07/10/2024
SV-00117,C-0795,1,18/03/2024
SV-03931,C-0796,7,17/10/2024
SV-03932,C-0796,10,19/03/2024
SV-00425,C-0797,7,06/08/2024
SV-00426,C-0797,5,21/02/2024
SV-00853,C-0798,9,29/10/2024
SV-01710,C-0799,3,26/08/2024
SV-02349,C-0800,9,01/12/2024
SV-00240,C-0801,3,19/02/2024
SV-00239,C-0801,1,09/09/2024
SV-04070,C-0802,2,09/07/2024
SV-03765,C-0803,6,23/09/2024
SV-00667,C-0804,6,20/12/2024
SV-03063,C-0805,1,02/03/2024
SV-03062,C-0805,2,04/09/2024
SV-03272,C-0806,2,04/12/2024
SV-01045,C-0807,0,09/11/2024
SV-03380,C-0808,7,10/06/2024
SV-03379,C-0808,5,24/07/2024
SV-00705,C-0809,1,06/05/2024
SV-00704,C-0809,4,23/08/2024
SV-03860,C-0811,10,26/02/2024
SV-03859,C-0811,8,12/10/2024
SV-00356,C-0812,9,30/05/2024
SV-00355,C-0812,8,21/11/2024
SV-00797,C-0813,8,19/03/2024
SV-00796,C-0813,9,19/07/2024
SV-04091,C-0814,1,29/10/2024
SV-04092,C-0814,3,21/03/2024
SV-00235,C-0815,6,10/09/2024
SV-02018,C-0816,4,10/08/2024
SV-02019,C-0816,5,22/03/2024
SV-00275,C-0817,3,08/07/2024
SV-03024,C-0818,4,27/05/2024
SV-03023,C-0818,2,15/11/2024
SV-01979,C-0819,4,02/07/2024
SV-03560,C-0820,0,15/08/2024
SV-00023,C-0821,0,12/05/2024
SV-00022,C-0821,0,24/07/2024
SV-02253,C-0822,7,11/10/2024
SV-01921,C-0823,9,09/10/2024
SV-03377,C-0824,2,18/03/2024
SV-03376,C-0824,3,20/07/2024
SV-01978,C-0825,1,01/09/2024
SV-03696,C-0826,7,04/10/2024
SV-00171,C-0827,2,20/08/2024
SV-00228,C-0828,2,28/12/2024
SV-00229,C-0828,1,07/05/2024
SV-02225,C-0829,2,26/03/2024
SV-02224,C-0829,1,08/10/2024
SV-02012,C-0830,10,08/07/2024
SV-04128,C-0831,6,26/10/2024
SV-01984,C-0832,3,16/10/2024
SV-01985,C-0832,6,18/06/2024
SV-00904,C-0833,10,25/10/2024
SV-03115,C-0834,3,02/08/2024
SV-00209,C-0835,2,14/01/2024
SV-00208,C-0835,4,21/08/2024
SV-03733,C-0836,6,19/12/2024
SV-03830,C-0837,10,29/10/2024
SV-00912,C-0838,8,13/03/2024
SV-00911,C-0838,5,09/08/2024
SV-03338,C-0839,9,20/11/2024
SV-03194,C-0840,5,05/09/2024
SV-03195,C-0840,4,11/02/2024
SV-03429,C-0841,3,14/09/2024
SV-00088,C-0842,9,27/10/2024
SV-00089,C-0842,6,01/01/2024
SV-00830,C-0843,2,22/12/2024
SV-00831,C-0843,0,17/03/2024
SV-02310,C-0844,10,21/11/2024
SV-01140,C-0846,6,01/11/2024
SV-01141,C-0846,5,05/04/2024
SV-04171,C-0847,4,03/07/2024
SV-04172,C-0847,5,16/06/2024
SV-03939,C-0848,2,21/11/2024
SV-03940,C-0848,0,26/03/2024
SV-01151,C-0849,3,20/05/2024
SV-01150,C-0849,0,24/08/2024
SV-03365,C-0850,10,26/02/2024
SV-03364,C-0850,8,04/11/2024
SV-01589,C-0852,5,10/07/2024
SV-02815,C-0853,4,29/08/2024
SV-03466,C-0854,4,25/08/2024
SV-03467,C-0854,7,11/03/2024
SV-01537,C-0855,2,29/12/2024
SV-01538,C-0855,3,14/02/2024
SV-02089,C-0856,7,30/04/2024
SV-02088,C-0856,8,06/09/2024
SV-03034,C-0857,3,06/06/2024
SV-03033,C-0857,1,03/09/2024
SV-02122,C-0858,0,26/07/2024
SV-00140,C-0859,10,24/09/2024
SV-03807,C-0860,10,31/05/2024
SV-03806,C-0860,10,10/10/2024
SV-02028,C-0861,9,14/11/2024
SV-03799,C-0862,7,06/09/2024
SV-04333,C-0863,8,28/10/2024
SV-00967,C-0864,3,09/12/2024
SV-04124,C-0865,6,09/09/2024
SV-01545,C-0866,6,15/11/2024
SV-02340,C-0867,4,09/12/2024
SV-02341,C-0867,3,05/02/2024
SV-03653,C-0868,9,03/01/2024
SV-03652,C-0868,6,29/09/2024
SV-01944,C-0869,3,26/03/2024
SV-01943,C-0869,6,09/10/2024
SV-03319,C-0870,10,18/10/2024
SV-03320,C-0870,10,12/04/2024
SV-04212,C-0871,4,25/05/2024
SV-04211,C-0871,5,24/09/2024
SV-00525,C-0872,6,19/12/2024
SV-03640,C-0873,8,24/12/2024
SV-00662,C-0874,1,09/12/2024
SV-01675,C-0875,10,11/02/2024
SV-01674,C-0875,10,06/10/2024
SV-01361,C-0876,9,26/10/2024
SV-02714,C-0877,8,26/11/2024
SV-03448,C-0878,4,10/08/2024
SV-04024,C-0879,6,07/06/2024
SV-04023,C-0879,8,28/08/2024
SV-04161,C-0880,8,04/12/2024
SV-04162,C-0880,7,10/04/2024
SV-02760,C-0881,8,18/09/2024
SV-00917,C-0882,0,19/08/2024
SV-00328,C-0883,2,05/09/2024
SV-02308,C-0884,6,18/08/2024
SV-02309,C-0884,9,20/05/2024
SV-03579,C-0885,8,06/12/2024
SV-02939,C-0886,5,28/12/2024
SV-02940,C-0886,3,10/04/2024
SV-01615,C-0887,4,13/10/2024
SV-01616,C-0887,7,07/04/2024
SV-03201,C-0888,7,11/01/2024
SV-03200,C-0888,5,14/11/2024
SV-04251,C-0889,5,28/03/2024
SV-04250,C-0889,4,25/11/2024
SV-01328,C-0890,6,11/10/2024
SV-01303,C-0891,9,02/09/2024
SV-03716,C-0892,7,02/03/2024
SV-03715,C-0892,4,27/11/2024
SV-03238,C-0893,10,14/11/2024
SV-02280,C-0894,6,19/11/2024
SV-02281,C-0894,9,26/02/2024
SV-02862,C-0895,4,24/03/2024
SV-02861,C-0895,3,22/12/2024
SV-01158,C-0896,1,20/11/2024
SV-03795,C-0897,4,08/07/2024
SV-03796,C-0897,6,08/04/2024
SV-03176,C-0898,8,06/07/2024
SV-03177,C-0898,10,18/02/2024
SV-01544,C-0899,8,24/07/2024
SV-03658,C-0900,7,25/10/2024
SV-01988,C-0901,7,09/10/2024
SV-01989,C-0901,10,06/05/2024
SV-04331,C-0902,3,14/08/2024
SV-03804,C-0903,3,06/07/2024
SV-03805,C-0903,5,08/02/2024
SV-01208,C-0904,1,03/09/2024
SV-01209,C-0904,4,20/03/2024
SV-02094,C-0905,9,28/09/2024
SV-02095,C-0905,7,12/05/2024
SV-02199,C-0906,3,21/12/2024
SV-02016,C-0907,7,08/03/2024
SV-02015,C-0907,4,13/08/2024
SV-01402,C-0908,6,27/11/2024
SV-03634,C-0909,4,15/07/2024
SV-03635,C-0909,1,25/06/2024
SV-01359,C-0910,5,19/07/2024
SV-04351,C-0911,4,06/10/2024
SV-04110,C-0912,9,24/10/2024
SV-01831,C-0913,7,01/02/2024
SV-01830,C-0913,5,29/12/2024
SV-00248,C-0914,8,25/08/2024
SV-00249,C-0914,5,01/02/2024
SV-00948,C-0915,6,23/08/2024
SV-02920,C-0916,3,20/12/2024
SV-04297,C-0917,4,29/06/2024
SV-04296,C-0917,7,27/07/2024
SV-02649,C-0918,3,01/10/2024
SV-02618,C-0919,6,28/08/2024
SV-02263,C-0920,6,29/11/2024
SV-01023,C-0921,10,08/09/2024
SV-01024,C-0921,9,21/06/2024
SV-04213,C-0922,9,20/09/2024
SV-04214,C-0922,10,02/05/2024
SV-02301,C-0923,5,16/06/2024
SV-02300,C-0923,3,05/12/2024
SV-02836,C-0924,5,31/10/2024
SV-02538,C-0925,0,26/12/2024
SV-02539,C-0925,2,04/06/2024
SV-01965,C-0926,5,24/08/2024
SV-04034,C-0927,-1,19/08/2024
SV-04035,C-0927,4,21/05/2024
SV-01435,C-0928,7,22/12/2024
SV-01436,C-0928,10,27/05/2024
SV-01452,C-0930,8,29/08/2024
SV-00046,C-0931,9,02/08/2024
SV-00703,C-0932,0,05/08/2024
SV-01513,C-0933,2,05/11/2024
SV-04293,C-0934,9,13/09/2024
SV-01343,C-0936,6,25/11/2024
SV-01872,C-0937,5,01/08/2024
SV-00429,C-0938,3,26/11/2024
SV-03101,C-0939,10,09/04/2024
SV-03100,C-0939,9,27/11/2024
SV-00251,C-0940,6,07/10/2024
SV-00154,C-0941,5,02/09/2024
SV-00155,C-0941,3,19/04/2024
SV-00551,C-0942,1,24/07/2024
SV-03788,C-0943,10,13/01/2024
SV-03787,C-0943,10,06/10/2024
SV-04085,C-0944,3,31/10/2024
SV-02986,C-0945,10,30/08/2024
SV-02987,C-0945,7,04/06/2024
SV-01574,C-0946,4,12/10/2024
SV-01575,C-0946,2,03/04/2024
