customer_id,plan_type,contract_type,subscription_date,total_users,unsubscribed_date,is_churn,avg_usage_hrs,avg_feature_adoption,last_login,total_tickets,avg_nps_score,total_payment_value,avg_payment_delay,total_dunning,usage_per_user
C-0483,professional,Monthly,2023-09-30,17,2024-11-01,1,98.9,23.8,2024-11-01,1.0,9.0,11980.41,0.46153846153846156,0.0,5.81764705882353
C-0484,professional,Monthly,2022-04-30,17,2024-10-21,1,87.2,71.0,2024-10-21,4.0,5.0,3937.95,0.9333333333333333,0.0,5.129411764705883
C-0485,starter,Monthly,2022-08-31,5,,0,50.4,54.6,2024-12-12,6.0,5.0,1534.68,3.6666666666666665,0.0,10.08
C-0486,professional,Monthly,2021-01-31,16,2024-12-02,1,73.6,93.6,2024-12-02,2.0,5.0,8424.81,0.7407407407407407,0.0,4.6
C-0487,starter,Annual,2021-05-31,1,2024-11-09,1,13.6,70.0,2024-11-09,2.0,1.0,6735.24,8.666666666666666,0.0,13.6
C-0488,starter,Annual,2022-11-30,4,2024-11-12,1,6.5,45.1,2024-11-12,4.0,9.0,694.08,0.0,0.0,1.625
C-0489,professional,Monthly,2023-12-31,3,,0,131.4,14.0,2024-11-06,4.0,5.5,1619.8200000000002,6.666666666666667,0.0,43.800000000000004
C-0490,professional,Monthly,2022-02-28,10,,0,141.6,13.3,2024-11-01,4.0,8.0,16844.52,0.5,0.0,14.16
C-0491,starter,Annual,2023-07-31,2,,0,52.0,78.4,2024-10-10,0.0,5.0,5726.88,1.6666666666666667,0.0,26.0
C-0492,starter,Annual,2021-08-31,4,2024-12-24,1,56.2,68.4,2024-12-24,7.0,8.5,4881.24,4.333333333333333,0.0,14.05
C-0493,professional,Monthly,2024-04-30,17,2024-12-23,1,33.8,15.0,2024-12-23,13.0,2.5,14084.98,0.4230769230769231,0.0,1.9882352941176469
C-0494,professional,Monthly,2023-03-31,3,,0,24.4,44.6,2024-12-13,5.0,7.0,11811.689999999999,0.5853658536585366,0.0,8.133333333333333
C-0495,starter,Monthly,2022-07-31,4,2024-12-03,1,46.2,38.8,2024-10-06,10.0,10.0,5584.099999999999,0.42105263157894735,0.0,11.55
C-0496,starter,Monthly,2021-02-28,3,2024-12-30,1,41.0,16.8,2024-12-30,15.0,2.0,5865.92,0.8125,0.0,13.666666666666666
C-0497,professional,Monthly,2023-07-31,20,2024-11-18,1,137.4,55.7,2024-11-18,9.0,8.0,31639.050000000003,0.8,0.0,6.87
C-0498,professional,Annual,2021-06-30,11,,0,44.3,71.5,2024-11-20,11.0,5.0,36441.6,11.0,0.0,4.027272727272727
C-0499,enterprise,Monthly,2024-05-31,61,2024-12-02,1,265.6,88.5,2024-12-02,6.0,0.0,14124.32,3.0,0.0,4.354098360655738
C-0500,enterprise,Monthly,2021-09-30,92,,0,119.8,75.8,2024-12-02,8.0,3.0,87153.28,1.28125,0.0,1.3021739130434782
C-0501,starter,Monthly,2022-04-30,3,2024-11-24,1,55.1,84.6,2024-11-24,1.0,7.0,5192.1,0.6666666666666666,0.0,18.366666666666667
C-0502,professional,Annual,2021-05-31,7,,0,100.6,76.9,2024-10-08,8.0,4.0,17489.76,0.0,0.0,14.37142857142857
C-0503,starter,Monthly,2021-07-31,3,2024-11-24,1,3.3,58.6,2024-11-24,4.0,2.0,7582.679999999999,1.119047619047619,0.0,1.0999999999999999
C-0504,professional,Monthly,2021-06-30,7,,0,37.0,52.7,2024-11-16,15.0,7.5,14540.75,0.72,0.0,5.285714285714286
C-0505,professional,Annual,2024-01-31,3,,0,97.0,39.1,2024-11-01,11.0,9.0,4446.12,4.0,3.0,32.333333333333336
C-0506,starter,Annual,2023-12-31,3,,0,15.3,85.8,2024-12-17,12.0,10.0,5814.36,1.3333333333333333,0.0,5.1000000000000005
C-0507,starter,Monthly,2023-10-31,4,2024-11-24,1,43.6,68.8,2024-11-08,0.0,9.5,1460.48,0.5,0.0,10.9
C-0508,professional,Annual,2021-06-30,17,,0,51.0,55.9,2024-11-20,10.0,9.0,28275.84,0.0,0.0,3.0
C-0509,starter,Annual,2021-06-30,1,2024-11-11,1,11.5,77.5,2024-11-11,3.0,4.0,880.92,10.0,4.0,11.5
C-0510,enterprise,Monthly,2022-07-31,80,2024-11-02,1,242.0,52.9,2024-11-02,6.0,10.0,37506.4,1.25,0.0,3.025
C-0511,starter,Annual,2023-01-31,1,2024-11-12,1,23.5,64.3,2024-11-12,1.0,5.0,1935.72,3.6666666666666665,0.0,23.5
C-0512,professional,Annual,2021-10-31,9,,0,119.2,21.1,2024-11-04,10.0,3.5,28514.88,0.0,0.0,13.244444444444445
C-0513,professional,Monthly,2024-06-30,19,2024-11-05,1,25.2,62.8,2024-11-05,4.0,9.0,9648.45,2.1333333333333333,0.0,1.3263157894736841
C-0514,professional,Monthly,2021-03-31,16,,0,96.6,81.0,2024-11-12,8.0,9.0,13208.58,0.0,0.0,6.0375
C-0515,starter,Monthly,2024-08-31,5,2024-11-04,1,48.8,67.3,2024-11-04,5.0,8.0,1079.6999999999998,2.5,0.0,9.76
C-0516,starter,Monthly,2021-03-31,3,2024-12-10,1,26.3,18.9,2024-12-10,8.0,7.0,2054.52,0.38461538461538464,0.0,8.766666666666667
C-0517,enterprise,Annual,2024-11-30,52,,0,140.3,72.4,2024-12-05,7.0,1.0,173610.72,9.666666666666666,2.0,2.6980769230769233
C-0518,enterprise,Monthly,2023-11-30,73,,0,124.7,38.0,2024-12-23,12.0,8.0,72897.47,0.627906976744186,0.0,1.7082191780821918
C-0519,enterprise,Monthly,2022-10-31,12,,0,78.1,78.2,2024-12-10,1.0,7.0,41511.270000000004,1.1219512195121952,0.0,6.508333333333333
C-0520,professional,Annual,2021-04-30,17,2024-11-18,1,126.8,14.8,2024-11-17,0.0,0.0,17584.32,3.0,3.0,7.458823529411765
C-0521,starter,Monthly,2021-12-31,4,,0,39.7,26.4,2024-11-19,1.0,5.0,2494.43,0.7441860465116279,0.0,9.925
C-0522,starter,Annual,2022-02-28,5,,0,29.1,87.1,2024-10-02,5.0,7.0,1914.36,15.0,1.0,5.82
C-0523,enterprise,Annual,2022-10-31,88,,0,178.9,50.4,2024-12-20,8.0,1.5,29519.16,13.0,4.0,2.0329545454545457
C-0524,starter,Monthly,2021-11-30,1,2024-10-15,1,9.8,47.8,2024-10-15,6.0,3.0,1570.3200000000002,1.5833333333333333,0.0,9.8
C-0525,enterprise,Monthly,2023-10-31,24,,0,252.3,60.5,2024-10-08,13.0,4.0,140975.94,0.19047619047619047,0.0,10.512500000000001
C-0526,professional,Annual,2024-01-31,9,2024-10-19,1,102.3,57.0,2024-10-19,2.0,5.0,20669.76,5.5,0.0,11.366666666666667
C-0527,professional,Annual,2021-06-30,16,,0,49.7,54.9,2024-10-10,2.0,7.0,25640.28,0.0,0.0,3.10625
C-0528,starter,Monthly,2022-12-31,1,2024-10-09,1,54.7,89.7,2024-10-09,0.0,5.0,1329.3,0.5238095238095238,0.0,54.7
C-0529,enterprise,Monthly,2021-01-31,57,,0,119.5,45.2,2024-10-13,3.0,5.0,47224.12,0.8157894736842105,0.0,2.0964912280701755
C-0530,professional,Annual,2021-09-30,11,,0,27.1,29.9,2024-12-21,0.0,0.0,7583.4,7.0,0.0,2.463636363636364
C-0531,starter,Monthly,2024-06-30,4,,0,23.5,40.8,2024-12-07,15.0,2.0,4302.45,1.0666666666666667,0.0,5.875
C-0532,professional,Monthly,2022-08-31,13,,0,76.3,62.2,2024-12-01,5.0,3.0,1610.16,0.0,0.0,5.869230769230769
C-0533,starter,Annual,2022-11-30,4,2024-12-20,1,20.0,64.1,2024-12-19,15.0,4.5,3737.76,3.0,0.0,5.0
C-0534,enterprise,Monthly,2024-10-31,47,,0,244.0,24.0,2024-10-30,0.0,9.0,2152.31,0.0,0.0,5.191489361702128
C-0535,enterprise,Monthly,2021-10-31,93,,0,193.9,42.1,2024-12-24,13.0,7.0,13807.559999999998,0.0,0.0,2.08494623655914
C-0536,starter,Monthly,2022-02-28,4,2024-11-27,1,14.8,14.9,2024-11-27,1.0,1.0,3514.75,0.0,0.0,3.7
C-0537,enterprise,Annual,2022-09-30,96,,0,202.2,27.2,2024-11-09,10.0,6.0,133007.04,0.0,0.0,2.1062499999999997
C-0538,professional,Annual,2024-06-30,5,2024-10-15,1,100.1,83.4,2024-10-15,1.0,8.0,17161.56,1.6666666666666667,0.0,20.02
C-0539,professional,Monthly,2022-05-31,20,2024-11-29,1,81.0,53.2,2024-11-29,6.0,3.0,12757.14,0.12121212121212122,0.0,4.05
C-0540,professional,Monthly,2022-12-31,8,2024-12-28,1,76.0,48.0,2024-10-28,9.0,2.0,13590.98,1.6923076923076923,0.0,9.5
C-0541,enterprise,Annual,2023-02-28,51,2024-10-17,1,66.2,31.9,2024-10-17,3.0,3.0,136609.91999999998,0.0,0.0,1.2980392156862746
C-0542,enterprise,Annual,2023-08-31,94,2024-11-13,1,264.5,17.5,2024-11-13,5.0,7.0,57972.24,5.5,3.0,2.8138297872340425
C-0543,starter,Monthly,2023-03-31,3,,0,12.6,73.9,2024-11-22,14.0,8.5,2045.34,4.363636363636363,0.0,4.2
C-0544,enterprise,Annual,2022-05-31,51,,0,69.9,14.8,2024-10-07,9.0,5.0,86779.2,2.5,0.0,1.3705882352941177
C-0545,enterprise,Annual,2022-09-30,40,,0,152.1,49.9,2024-12-03,4.0,1.0,110556.96,10.0,3.0,3.8024999999999998
C-0546,starter,Monthly,2021-04-30,5,2024-11-26,1,16.0,78.3,2024-11-26,1.0,7.5,2814.28,0.4782608695652174,0.0,3.2
C-0547,professional,Monthly,2022-07-31,20,2024-10-22,1,120.1,15.5,2024-10-15,2.0,3.5,13210.109999999999,0.40540540540540543,0.0,6.005
C-0548,starter,Annual,2023-01-31,1,2024-12-25,1,42.8,62.9,2024-11-06,7.0,7.5,2399.4,6.0,3.0,42.8
C-0549,professional,Annual,2024-10-31,16,,0,26.5,80.3,2024-11-24,2.0,5.0,27875.879999999997,0.0,0.0,1.65625
C-0550,professional,Annual,2022-07-31,17,,0,82.0,68.2,2024-12-11,9.0,0.0,9273.960000000001,9.0,0.0,4.823529411764706
C-0551,professional,Annual,2022-01-31,14,,0,87.5,57.1,2024-10-06,8.0,0.0,4864.44,10.0,1.0,6.25
C-0552,professional,Annual,2024-02-29,18,2024-12-27,1,61.9,25.0,2024-12-27,2.0,4.0,37679.04,0.0,0.0,3.4388888888888887
C-0553,starter,Annual,2023-06-30,3,2024-12-09,1,7.4,60.1,2024-12-09,14.0,2.0,6470.280000000001,5.666666666666667,2.0,2.466666666666667
C-0554,starter,Annual,2023-06-30,5,,0,57.7,33.0,2024-10-28,12.0,1.5,3225.6000000000004,1.6666666666666667,0.0,11.540000000000001
C-0555,starter,Annual,2022-07-31,4,2024-10-13,1,51.9,29.8,2024-10-13,1.0,0.0,618.0,9.0,0.0,12.975
C-0556,enterprise,Annual,2024-09-30,49,2024-11-07,1,131.8,82.3,2024-11-07,3.0,8.0,37095.479999999996,2.0,0.0,2.689795918367347
C-0557,professional,Monthly,2021-01-31,11,,0,110.2,55.7,2024-12-20,6.0,2.0,8600.400000000001,1.4583333333333333,0.0,10.018181818181818
C-0558,starter,Monthly,2021-07-31,1,2024-12-18,1,36.9,67.1,2024-12-18,9.0,2.0,2674.98,0.9545454545454546,0.0,36.9
C-0559,enterprise,Annual,2024-10-31,70,2024-10-14,1,283.8,40.7,2024-10-14,4.0,6.0,35035.2,7.0,0.0,4.054285714285714
C-0560,starter,Monthly,2022-09-30,2,2024-12-16,1,58.9,22.5,2024-11-29,7.0,2.0,1521.45,0.0,0.0,29.45
C-0561,professional,Annual,2023-11-30,13,2024-10-22,1,135.2,90.2,2024-10-22,2.0,0.0,24298.56,12.666666666666666,0.0,10.399999999999999
C-0562,starter,Monthly,2021-04-30,3,,0,51.7,75.6,2024-11-22,3.0,8.0,4223.339999999999,0.1111111111111111,0.0,17.233333333333334
C-0563,starter,Monthly,2022-04-30,2,2024-10-26,1,32.1,41.1,2024-10-26,2.0,5.0,5508.72,0.6666666666666666,0.0,16.05
C-0564,starter,Annual,2022-02-28,2,2024-10-28,1,26.8,63.6,2024-10-28,5.0,8.0,1925.6399999999999,13.333333333333334,2.0,13.4
C-0565,starter,Monthly,2021-03-31,2,,0,49.9,45.5,2024-10-02,6.0,10.0,3007.71,0.0,0.0,24.95
C-0566,enterprise,Monthly,2024-10-31,27,,0,142.5,64.1,2024-12-28,14.0,2.0,2133.54,7.5,0.0,5.277777777777778
C-0567,enterprise,Annual,2024-01-31,58,,0,134.4,82.4,2024-12-04,13.0,8.5,100892.16,0.0,0.0,2.317241379310345
C-0568,professional,Annual,2024-05-31,13,,0,88.3,31.1,2024-10-23,7.0,8.0,17406.72,4.333333333333333,1.0,6.792307692307692
C-0569,starter,Monthly,2023-09-30,5,,0,47.0,43.2,2024-11-04,12.0,5.0,1482.1000000000001,0.4,0.0,9.4
C-0570,professional,Annual,2021-11-30,8,2024-12-12,1,63.2,63.2,2024-12-12,10.0,2.5,16412.64,5.0,0.0,7.9
C-0571,enterprise,Annual,2023-08-31,96,,0,257.8,32.9,2024-10-17,6.0,9.0,96978.24,7.0,3.0,2.685416666666667
C-0572,starter,Monthly,2021-11-30,4,2024-10-20,1,41.3,13.8,2024-10-20,4.0,9.5,1654.56,1.0,0.0,10.325
C-0573,professional,Monthly,2023-12-31,19,2024-10-14,1,105.5,27.0,2024-10-14,1.0,3.5,770.7,0.0,0.0,5.552631578947368
C-0574,enterprise,Monthly,2024-07-31,33,,0,126.5,51.2,2024-10-03,11.0,7.5,112160.32999999999,0.0,0.0,3.8333333333333335
C-0575,starter,Annual,2021-10-31,3,2024-12-09,1,23.8,65.4,2024-12-09,10.0,4.0,2489.76,8.75,1.0,7.933333333333334
C-0576,professional,Annual,2021-04-30,20,,0,61.5,54.9,2024-10-06,1.0,7.5,3409.2,13.0,3.0,3.075
C-0577,professional,Monthly,2023-06-30,3,,0,31.9,49.1,2024-10-16,11.0,2.0,1030.34,1.5,0.0,10.633333333333333
C-0578,starter,Annual,2021-04-30,3,,0,31.4,93.4,2024-11-28,10.0,5.0,4561.200000000001,4.333333333333333,0.0,10.466666666666667
C-0579,professional,Annual,2023-05-31,18,,0,131.7,94.5,2024-12-04,15.0,7.0,7302.48,1.0,0.0,7.316666666666666
C-0580,starter,Annual,2024-04-30,3,2024-10-03,1,5.2,29.8,2024-10-03,2.0,3.0,9040.32,0.0,0.0,1.7333333333333334
C-0581,enterprise,Annual,2022-10-31,75,2024-12-09,1,242.8,70.9,2024-12-09,7.0,1.0,78612.84,3.3333333333333335,1.0,3.2373333333333334
C-0582,enterprise,Monthly,2021-07-31,69,2024-10-04,1,168.1,24.1,2024-10-04,1.0,3.0,139601.92,0.0,0.0,2.436231884057971
C-0583,enterprise,Monthly,2022-04-30,37,2024-12-18,1,146.9,14.9,2024-12-18,7.0,2.0,121955.66,0.0,0.0,3.9702702702702704
C-0584,starter,Annual,2024-02-29,2,2024-10-25,1,42.8,52.0,2024-10-25,2.0,7.0,0.0,0.0,0.0,21.4
C-0585,starter,Monthly,2023-01-31,3,,0,14.7,19.9,2024-12-15,12.0,7.0,589.9300000000001,1.1818181818181819,0.0,4.8999999999999995
C-0586,starter,Annual,2023-07-31,1,,0,22.0,89.4,2024-12-23,1.0,7.0,617.4,4.0,3.0,22.0
C-0587,starter,Monthly,2022-02-28,2,2024-12-22,1,39.0,26.6,2024-12-22,1.0,3.5,1643.1000000000001,2.6666666666666665,0.0,19.5
C-0588,starter,Monthly,2022-09-30,1,2024-12-31,1,34.5,80.8,2024-12-31,11.0,0.5,5472.3,0.7567567567567568,0.0,34.5
C-0589,starter,Annual,2023-11-30,4,,0,4.1,52.1,2024-12-11,17.0,0.0,4137.36,9.0,3.0,1.025
C-0590,starter,Annual,2024-07-31,2,2024-12-02,1,2.4,68.6,2024-12-02,8.0,3.0,9282.72,0.75,0.0,1.2
C-0591,starter,Monthly,2021-12-31,1,2024-11-13,1,20.9,13.0,2024-11-13,3.0,0.0,1244.98,2.5454545454545454,0.0,20.9
C-0592,enterprise,Monthly,2022-01-31,22,2024-12-28,1,286.9,27.6,2024-12-28,6.0,7.5,21012.85,1.4,0.0,13.04090909090909
C-0593,starter,Annual,2023-05-31,2,,0,50.0,34.9,2024-10-31,2.0,2.5,8411.52,0.0,0.0,25.0
C-0594,starter,Annual,2023-01-31,2,,0,21.6,57.9,2024-11-12,8.0,3.0,5421.12,4.0,1.0,10.8
C-0595,enterprise,Monthly,2021-10-31,85,,0,201.3,37.2,2024-10-03,0.0,0.0,29566.26,0.0,0.0,2.368235294117647
C-0596,starter,Monthly,2022-02-28,1,2024-10-26,1,22.9,70.6,2024-10-26,6.0,5.0,4476.36,0.7619047619047619,0.0,22.9
C-0597,starter,Monthly,2021-11-30,3,2024-10-27,1,16.8,83.7,2024-10-27,3.0,5.0,0.0,0.0,0.0,5.6000000000000005
C-0598,starter,Annual,2024-09-30,5,2024-12-14,1,5.4,19.0,2024-12-14,1.0,3.0,3514.08,1.5,0.0,1.08
C-0599,starter,Monthly,2021-12-31,1,,0,56.0,44.5,2024-10-16,2.0,2.0,5005.65,0.8205128205128205,0.0,56.0
C-0600,starter,Annual,2021-06-30,2,,0,45.1,43.1,2024-11-01,16.0,5.0,2254.44,10.0,1.0,22.55
C-0601,starter,Monthly,2023-04-30,5,2024-12-06,1,40.4,63.3,2024-12-06,8.0,9.0,3825.38,1.7307692307692308,0.0,8.08
C-0602,professional,Annual,2021-06-30,18,,0,118.6,76.7,2024-12-30,6.0,1.0,25673.28,0.0,0.0,6.588888888888889
C-0603,enterprise,Annual,2024-01-31,39,2024-12-02,1,57.5,42.6,2024-12-02,8.0,2.5,40946.399999999994,12.0,0.0,1.4743589743589745
C-0604,starter,Monthly,2021-04-30,4,2024-11-24,1,43.2,19.8,2024-11-24,7.0,5.5,1425.5099999999998,1.6666666666666667,0.0,10.8
C-0605,starter,Annual,2023-04-30,1,2024-11-07,1,34.5,14.2,2024-11-07,2.0,9.0,1255.2,3.0,0.0,34.5
C-0606,starter,Monthly,2023-08-31,2,2024-11-09,1,28.0,60.4,2024-11-09,1.0,8.5,1124.48,0.0,0.0,14.0
C-0607,enterprise,Monthly,2023-07-31,17,2024-11-28,1,115.3,64.8,2024-11-28,2.0,4.0,156741.09,0.9090909090909091,0.0,6.7823529411764705
C-0608,starter,Annual,2020-12-31,4,2024-12-30,1,19.1,15.0,2024-12-30,14.0,3.0,1832.3999999999999,3.6666666666666665,0.0,4.775
C-0609,starter,Annual,2023-01-31,3,2024-11-08,1,6.7,73.2,2024-11-08,9.0,1.0,1789.32,9.0,0.0,2.2333333333333334
C-0610,enterprise,Monthly,2022-01-31,14,2024-11-04,1,116.5,18.2,2024-11-04,6.0,9.5,11462.0,0.0,0.0,8.321428571428571
C-0611,professional,Annual,2023-11-30,9,2024-10-13,1,44.4,28.0,2024-10-13,1.0,9.5,9654.119999999999,0.0,0.0,4.933333333333334
C-0612,enterprise,Annual,2021-04-30,93,,0,196.3,66.2,2024-11-06,13.0,0.5,53541.36,1.0,0.0,2.110752688172043
C-0613,enterprise,Annual,2021-12-31,71,2024-10-21,1,230.2,42.0,2024-10-21,6.0,5.0,58155.6,8.5,1.0,3.2422535211267602
C-0614,enterprise,Annual,2022-08-31,93,,0,220.1,83.7,2024-11-30,10.0,9.0,25043.28,6.0,2.0,2.3666666666666667
C-0615,starter,Annual,2020-12-31,4,2024-10-26,1,11.9,20.2,2024-10-26,2.0,6.0,4926.24,7.666666666666667,1.0,2.975
C-0616,enterprise,Monthly,2023-09-30,97,,0,88.3,38.4,2024-11-30,1.0,2.0,123758.98,1.1176470588235294,0.0,0.9103092783505154
C-0617,professional,Monthly,2022-09-30,6,,0,119.1,83.2,2024-11-17,2.0,2.0,10015.53,0.7567567567567568,0.0,19.849999999999998
C-0618,enterprise,Annual,2021-12-31,11,,0,134.7,92.5,2024-12-03,15.0,0.5,52450.08,14.0,4.0,12.245454545454544
C-0619,starter,Monthly,2022-10-31,1,2024-11-02,1,18.8,72.7,2024-11-02,5.0,6.0,6481.65,1.0857142857142856,0.0,18.8
C-0620,professional,Monthly,2023-04-30,3,,0,22.3,81.8,2024-10-18,4.0,8.0,11500.02,0.0,0.0,7.433333333333334
C-0621,enterprise,Monthly,2024-06-30,13,2024-11-22,1,226.7,82.2,2024-11-22,5.0,3.0,42998.33,1.5263157894736843,0.0,17.43846153846154
C-0622,professional,Monthly,2021-07-31,13,,0,35.1,73.3,2024-11-09,11.0,7.0,16090.62,0.6666666666666666,0.0,2.7
C-0623,professional,Monthly,2023-01-31,16,,0,43.4,29.3,2024-12-04,17.0,1.0,5917.12,2.090909090909091,0.0,2.7125
C-0624,professional,Monthly,2022-09-30,4,,0,100.1,37.7,2024-11-20,12.0,10.0,31549.32,0.0,0.0,25.025
C-0625,starter,Annual,2021-11-30,4,,0,53.8,54.1,2024-12-12,9.0,9.0,1888.32,5.5,2.0,13.45
C-0626,enterprise,Monthly,2024-01-31,55,,0,157.9,78.9,2024-10-18,4.0,1.0,145272.54,0.8095238095238095,0.0,2.870909090909091
C-0627,starter,Monthly,2021-06-30,3,2024-11-02,1,15.9,72.0,2024-11-02,3.0,3.0,1712.3999999999999,0.8,0.0,5.3
C-0628,starter,Monthly,2023-11-30,3,2024-12-16,1,6.4,83.1,2024-12-16,12.0,6.0,1341.64,2.8823529411764706,0.0,2.1333333333333333
C-0629,professional,Monthly,2022-05-31,8,2024-11-29,1,80.0,12.1,2024-11-29,3.0,6.5,37566.159999999996,0.7659574468085106,0.0,10.0
C-0630,enterprise,Monthly,2022-12-31,51,2024-11-22,1,120.1,89.2,2024-11-22,12.0,5.0,46432.100000000006,0.2727272727272727,0.0,2.354901960784314
C-0631,starter,Monthly,2021-11-30,4,2024-12-30,1,12.2,29.7,2024-12-30,2.0,6.5,3465.7,1.1142857142857143,0.0,3.05
C-0632,professional,Monthly,2022-07-31,14,2024-11-10,1,58.8,50.3,2024-11-10,1.0,2.0,2726.52,1.3333333333333333,0.0,4.2
C-0633,professional,Monthly,2022-11-30,5,2024-10-07,1,54.4,53.2,2024-10-07,1.0,5.0,28363.440000000002,0.30952380952380953,0.0,10.879999999999999
C-0634,professional,Annual,2024-05-31,5,,0,42.2,49.7,2024-10-04,9.0,6.0,18580.32,0.0,0.0,8.440000000000001
C-0635,enterprise,Monthly,2021-01-31,82,2024-10-26,1,69.5,26.6,2024-10-26,0.0,2.5,111927.14000000001,0.038461538461538464,0.0,0.8475609756097561
C-0636,starter,Monthly,2023-03-31,1,,0,45.2,36.0,2024-10-09,2.0,2.0,3850.08,0.0,0.0,45.2
C-0637,professional,Annual,2021-01-31,5,2024-11-09,1,34.6,44.2,2024-11-09,6.0,4.0,8791.44,4.5,2.0,6.92
C-0638,professional,Annual,2021-10-31,10,2024-10-09,1,32.4,88.7,2024-10-09,2.0,1.0,12791.76,9.5,2.0,3.2399999999999998
C-0639,professional,Annual,2023-10-31,14,2024-11-15,1,29.8,86.3,2024-11-15,3.0,7.5,9430.56,10.333333333333334,1.0,2.1285714285714286
C-0640,enterprise,Monthly,2022-11-30,93,,0,152.0,30.3,2024-12-22,11.0,7.0,73945.82,1.1538461538461537,0.0,1.6344086021505377
C-0641,starter,Monthly,2023-05-31,2,2024-10-25,1,2.8,45.2,2024-10-25,2.0,10.0,2514.2400000000002,0.0,0.0,1.4
C-0642,professional,Monthly,2022-11-30,8,2024-11-05,1,89.8,55.1,2024-11-05,5.0,10.0,1801.88,4.25,0.0,11.225
C-0643,professional,Monthly,2023-12-31,3,,0,142.4,76.1,2024-12-08,4.0,7.0,22155.989999999998,1.146341463414634,0.0,47.46666666666667
C-0644,starter,Monthly,2023-11-30,4,2024-11-30,1,20.4,60.2,2024-11-30,3.0,3.0,1924.78,0.0,0.0,5.1
C-0645,professional,Annual,2023-08-31,13,,0,108.3,46.7,2024-12-02,6.0,0.0,9341.28,11.333333333333334,2.0,8.330769230769231
C-0646,professional,Monthly,2024-07-31,5,,0,83.9,33.5,2024-12-12,2.0,7.0,13603.42,0.0,0.0,16.78
C-0647,professional,Annual,2023-12-31,16,2024-11-22,1,93.0,20.9,2024-11-22,12.0,10.0,2667.48,13.0,1.0,5.8125
C-0648,starter,Monthly,2022-02-28,1,,0,26.7,50.8,2024-12-15,9.0,7.0,8243.34,0.5476190476190477,0.0,26.7
C-0649,starter,Monthly,2022-11-30,3,,0,39.7,64.5,2024-11-09,7.0,7.5,1841.8400000000001,1.9230769230769231,0.0,13.233333333333334
C-0650,starter,Monthly,2024-06-30,5,2024-11-08,1,42.5,56.6,2024-11-08,2.0,6.0,2813.1,1.5666666666666667,0.0,8.5
C-0651,starter,Annual,2024-01-31,5,2024-11-18,1,7.0,33.2,2024-11-18,5.0,8.0,2699.28,10.0,1.0,1.4
C-0652,professional,Monthly,2023-06-30,13,,0,99.2,52.9,2024-12-22,13.0,8.0,10465.82,1.162162162162162,0.0,7.630769230769231
C-0653,professional,Annual,2021-09-30,8,2024-12-27,1,90.4,26.2,2024-12-27,12.0,4.0,13499.28,3.6666666666666665,0.0,11.3
C-0654,starter,Monthly,2024-09-30,1,2024-10-13,1,5.6,93.8,2024-10-13,2.0,5.0,2863.04,1.7391304347826086,0.0,5.6
C-0655,enterprise,Annual,2022-12-31,66,2024-12-29,1,290.6,71.3,2024-12-11,6.0,8.0,46053.48,2.0,1.0,4.403030303030303
C-0656,enterprise,Monthly,2021-12-31,72,,0,126.0,31.7,2024-11-06,6.0,8.5,226494.88,0.6382978723404256,0.0,1.75
C-0657,professional,Monthly,2023-08-31,16,,0,22.0,76.0,2024-10-14,4.0,9.0,15018.15,1.5238095238095237,0.0,1.375
C-0658,starter,Monthly,2021-04-30,2,2024-12-15,1,14.0,67.7,2024-12-15,9.0,9.0,7611.18,0.425531914893617,0.0,7.0
C-0659,professional,Annual,2021-06-30,4,2024-11-14,1,66.7,15.6,2024-11-14,8.0,7.0,17978.88,4.5,0.0,16.675
C-0660,professional,Monthly,2023-04-30,3,2024-10-07,1,92.2,68.3,2024-10-07,1.0,0.0,6969.12,0.6666666666666666,0.0,30.733333333333334
C-0661,enterprise,Monthly,2020-12-31,90,2024-12-17,1,180.8,74.9,2024-12-17,8.0,0.0,59034.15,1.7619047619047619,0.0,2.008888888888889
C-0662,enterprise,Annual,2023-11-30,96,2024-12-07,1,152.0,83.2,2024-12-07,10.0,0.0,154000.8,6.0,0.0,1.5833333333333333
C-0663,starter,Annual,2023-06-30,5,2024-10-27,1,23.7,49.4,2024-10-27,2.0,0.0,2250.72,7.0,0.0,4.74
C-0664,enterprise,Annual,2024-03-31,52,,0,293.8,48.9,2024-11-28,12.0,6.0,159861.59999999998,0.0,0.0,5.65
C-0665,starter,Annual,2024-01-31,2,,0,23.6,84.0,2024-10-12,7.0,4.0,1352.28,13.0,3.0,11.8
C-0666,enterprise,Annual,2022-02-28,97,2024-12-28,1,186.7,19.8,2024-11-21,16.0,8.0,138561.48,5.666666666666667,1.0,1.924742268041237
C-0667,starter,Annual,2023-04-30,3,,0,14.9,54.7,2024-11-19,8.0,1.0,2708.64,4.5,0.0,4.966666666666667
C-0668,starter,Annual,2022-02-28,2,,0,37.5,23.4,2024-12-29,6.0,9.0,4319.76,5.0,3.0,18.75
C-0669,starter,Annual,2023-02-28,2,2024-11-19,1,6.9,33.3,2024-11-19,8.0,5.0,1835.76,5.0,3.0,3.45
C-0670,starter,Monthly,2022-11-30,5,2024-12-24,1,24.5,51.2,2024-12-24,5.0,6.0,1216.8000000000002,3.3333333333333335,0.0,4.9
C-0671,professional,Monthly,2024-07-31,5,2024-12-18,1,77.5,65.0,2024-12-18,11.0,0.0,26694.08,0.29411764705882354,0.0,15.5
